,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
x_location.down_mean,0.025245461451740333,0.056912987566569206,0.09033057123035901,0.25455194700261846,-0.06219763919180218,0.16052432379355625,-0.0889607435169527,-0.02652895406993237,0.16977589649472324,-0.048201825411689034,0.04641822330889243,-0.12538467617114096,0.2093120520278689,-0.04410376380487714,0.1352342539182293,0.18182499969100047,-0.12936786208430232,-0.0430477484717495,-0.08937056327005911,-0.16480188250851607,0.03766683668362552,-0.020777435197994736,-0.05689007771567067,-0.09560252368595917,-0.13068658485179083,-0.10443069819896282,-0.0030939737722261115,0.025473717110145427,0.011894292171075231,0.03149192533312893,-0.09656735134362981,0.09159835611096315,-0.052583326641276934,-0.13976659064346555,-0.02417367876361925,-0.15326139006925774,0.028406280865353423,-0.0724558776811292,0.041235545969816045,0.15072783873641665,-0.03937759715228904,-0.2931539669347042,-0.04813150307376025,0.07861632734254936,-0.07166337127887613,0.1434163295360633,0.16079916769274552,0.06166659309862118,-0.1014137024279087,-0.06039493028732729,-0.06063184726841411,-0.06321208387593927,0.17013700674259252,-0.029159560995610984,0.04673159707379997,0.10973122048061008,0.020316250497757336,-0.19646814996920745,-0.13140919408338014,0.028405835843246203,0.16240653470180272,0.04905535464956627,-0.030137207583405434,-0.11405646809681373,0.2710504422654184,-0.008049546197478243,0.21219397525959044,0.18618719792033608,0.2103823607622457,-0.023444294291976996,-0.1514518179578952,0.09351038895020698,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
y_location.down_mean,-0.06516400053267218,-0.15170386654242496,0.10111295857812841,0.12833503994646678,-0.0012588541658752617,0.046782373440692804,-0.20813697604386516,0.09821988414183941,-0.035090877146637126,-0.1238825183239202,-0.28380499790437924,0.022450244098874743,0.046956404317361936,0.04299896613968824,0.0005084392132086099,-0.13092001726403296,0.03934694862819615,-0.012183874603558272,-0.009683097407480055,-0.08377140135690787,0.05654195464329857,-0.053648835667897854,-0.03469512994752055,0.20684627892023344,-0.11060514602107036,0.1442956443716628,-0.07350128866884047,0.00625563668834354,0.0034383904582886106,0.0583626887484973,-0.0033384888754071536,0.0005376031978316931,0.038491514831599655,0.053813179813299125,-0.019701510678859266,0.13413134851205868,-0.07253647772198536,0.06405917206910741,-0.06402430903821144,-0.06806911056308043,-0.029844752112145913,-0.06602605455782413,0.03822956485550204,-0.021006626847479858,-0.06675239296941007,-0.13938105878621093,0.00041198546689014126,0.06535083918955256,0.09904061532199616,-0.11366573369146259,-0.11125802340977978,0.17546666676516287,0.09625424534499583,-0.08896401237933374,0.06313619309108139,-0.05732302185892699,0.1869374293671603,0.25896692717484865,-0.32472106369561693,-0.04308184906051638,-0.041563327392854815,0.2894579595506552,0.3558324695239685,-0.10226777045188709,-0.03672866934214564,-0.07653001439272898,0.07876274341452819,-0.16301780907726326,0.12931793582448722,-0.08295410963903388,0.02191366636007941,0.09376569427313594,-5.418162798873485e-18,-1.2342750718591483e-16,2.2542518632972828e-17,-8.724609306133555e-17,-4.2765236491888275e-17,3.8575541819102436e-17,5.139535991983222e-17,3.5306219312437066e-17,3.4184458244683565e-18,5.257917585275423e-17,-6.53994866833702e-18,4.9844658614669444e-17,9.028881417027954e-18,-1.521649560467155e-17,1.2216469255930861e-17,1.0231721761975255e-18,-2.7024662439803796e-19
touch.duration_mean,-0.12146523061159342,0.14630160979207982,0.053656690203031474,-0.08675715000875658,0.11815826909631236,0.03455555975901706,-0.061484624865621285,0.0713916923144994,0.08468552699992826,0.11300095692596476,0.08712998006531328,0.08640148708972678,-0.11593167979646102,-0.01203740201417967,0.1208293056640356,-0.06588567199694445,-0.0452373209821567,-0.020644099144050538,0.028098027569690355,-0.24570301811793188,-0.15174829657686403,0.1658126328337835,-0.08607422875240597,-0.11037270846454626,-0.0418199225890702,0.13481143670090587,-0.07004894023604082,-0.016711798241312494,-0.03669583103368288,0.060632778390379366,-0.02619667792048651,-0.1150667398656013,-0.16438391994879806,-0.033565341633699355,-0.046403640478004174,0.022068854510503798,-0.1406950117251534,-0.05136159505122924,-0.02213827695865368,0.10619095919570477,0.038395396250016575,0.12305404294614704,0.022854294633052243,0.047826314105725756,0.029680865258460913,0.023905906216567574,0.07590595758852298,0.016358374630401174,-0.01630236640674572,0.004844547986176718,-0.08816913201742402,0.13221144768799223,-0.08168011041266093,0.1773490020850488,0.14368446731715237,-0.0854027517974565,0.123247925050933,0.025615044029272796,0.12681113657533108,0.3084496196646034,-0.19187944671946433,0.11066492830790402,0.15025971490796933,-0.10488285216607843,0.33804866390612,-0.174652624563027,0.09835292716915964,0.05423108837309973,-0.31844826236375817,0.06436440878670861,0.009835860479189218,-0.16679196171228208,2.4383187250874173e-16,-1.3433910052328432e-16,2.8770746664054623e-17,-3.8286661788892405e-17,-5.142546656399983e-17,1.4350345796721641e-16,4.7356595648237134e-17,1.2038989571003424e-16,1.9117970870870762e-18,1.321220476781718e-17,-3.475931896367572e-17,1.0836561807032105e-16,4.534744931288869e-18,-2.591801690793495e-19,-1.538419685041147e-18,-1.554681546731231e-17,-4.532240569538416e-19
swipe_length_mean,-0.06816466554569023,-0.24000238671935026,-0.013114625815973613,-0.0579100102911245,-0.07835292778874077,-0.04237267902806341,0.17064324438928663,0.01502337475787979,0.014920820844102067,0.01353650571509954,-0.00028625138429103775,0.016385991568453412,-0.010912218898719017,0.04703080522635965,0.11550649673692528,0.09518507782173546,-0.0891946204242059,0.01114117582127587,-0.05202962564567479,0.011126878615056152,-0.08430051510827805,0.060548111887367195,-0.08648595049865174,0.003985317835096112,0.020925350367359326,-0.08253809854308464,0.06926759295392788,0.030669748945356574,-0.08635097008090677,-0.020882402648749725,0.045259333733526766,-0.08792816298508666,0.05502728328658049,0.0243774142345135,0.05692721542612837,0.08575868287552499,-0.043485635161626145,0.09721377792974231,0.10752049263240003,-0.05747206206868085,-0.014785725701005776,0.17611946381682636,-0.23205913933709993,0.10084609295619158,0.05482914925154937,0.11190203789579897,-0.0291850710517459,-0.09300634150344136,0.23236834781102922,0.0999062591213197,0.08718195729653243,0.1419379520356604,0.048125827505869835,-0.008344521111734577,-0.015290943569452781,0.3128022689938083,-0.024767353988041894,-0.06068171786487339,-0.08504921437345109,-0.09736646693875016,0.18565424493666582,0.05954409362512225,-0.04361712633441433,-0.21096886697414102,0.06322852541833052,-0.2411389712225625,-0.03658570388856258,-0.1295642930580199,-0.22845651379882495,-0.3414955308942659,-0.3159465851320585,0.06680348016271395,2.4725311096138095e-16,-9.700789771151274e-18,6.15478303336835e-17,-1.0581772871072179e-16,1.884917062226565e-18,-1.164382441095195e-17,-5.5424238995551764e-17,-9.012818329724718e-18,1.2172678436801578e-18,9.944646343547848e-18,1.0896794221536157e-17,6.143170088817967e-18,2.2410250758782398e-17,8.810836672631374e-18,-5.342249492160401e-19,1.4702684316712344e-17,5.076019381255279e-19
button_touch_x_location_mean,-0.06631190705304094,-0.2601506135063256,-0.009736385046168236,0.08948531305547425,-0.021300326293731332,0.016365123486930536,-0.0026844730661561046,-0.0247699607356633,0.04175782962779179,-0.027797812498633726,0.03704303578681682,0.03552359272369132,0.03373218582351206,-0.028213587331139465,0.10571661706451954,-0.09470193676828742,-0.012229929300693304,0.04984689740111078,0.02206296059713532,-0.041914110495621146,-0.10449510114019697,0.03284925283976971,0.06561040384984757,-0.08290678825450855,0.03698486677697217,0.03238551387728711,0.02861566119708066,-0.06310889079042496,-0.05412426570003767,-0.03269720943970468,0.10431474258526095,0.012312317495307722,0.027651905209439682,-0.009565779190496386,0.05719888155514671,-0.01115857825760943,0.15159548316400717,-0.05407775901597899,-0.03333317597693297,0.09634337223396267,-0.11695285960613364,-0.05490102479347016,-0.041979062942281,-0.014725524404002184,0.005253354411145964,-0.0653591514297067,-0.04820595003509856,0.13307058378123227,0.13373469698549084,0.18158130560055588,0.0028444979574532986,-0.011444751771176303,-0.02789138841071863,-0.06053169681427748,-0.013322188315282117,0.08543727661328719,0.12880484414208776,0.044420074207389505,-0.1570071619385047,0.156301447913698,-0.1490344383990084,0.035409701181378844,0.04670017171250633,0.12051580220598054,-0.3774209773201618,0.12097613767057813,0.09070923442967462,0.49694562392707387,-0.23529660477599038,0.21684073364562154,-0.2643835798419124,0.04598893290481074,5.587277871160158e-17,-1.0610768639871405e-18,-1.7234100505782265e-17,7.186249594805934e-17,-3.453894450062226e-17,-3.641335877312069e-17,3.2181867301781986e-17,-2.6905137408541626e-17,-9.22969785132233e-19,2.659125044940773e-17,9.171029538419862e-19,-8.256304098323841e-18,5.886418468020764e-18,-7.1761450816851e-18,6.8119820112493845e-18,-5.991963770196955e-18,-3.19974648567601e-18
time_between_touches_mean,-0.12112065171928083,-0.06624700624870639,-0.0818007690377125,0.05834474409372152,-0.009578211118635743,-0.001353859332975993,-0.041006870559196495,0.07096967258984598,0.01899472538393554,-0.1403106680176842,-0.14584786334514427,0.06100444268377118,-0.2133716640275164,0.13365063028186597,-0.056981747320176274,0.22280027751103895,0.0903968182132861,-0.21563616187044057,-0.16556868980526404,-0.08391375711935661,-0.1553302664366102,-0.07528083659870703,0.18226627190455785,-0.045158020315191616,-0.09928280828178637,-0.16351136852201525,0.08893247030176628,-0.09057684408757742,0.1336663670405563,-0.15085951224962263,-0.08386495569784844,-0.07415759881764145,0.0578607136834762,0.0037521126913887537,0.13980172739033558,-0.14043235598219161,-0.06512810362241282,0.10988550259374737,0.16129940104394716,0.03526271872263666,0.1511190914584114,-0.16984633494631635,0.23652300498468565,-0.0369509431895909,0.08482076514406833,0.058422381316775025,0.06262345580742724,-0.013510756688927298,0.029437481770068493,0.1734287295840381,0.25431257762642706,0.07063729922871946,0.08804241053492542,-0.025537090413191705,0.37341008596298986,-0.17930604217292256,-0.0728941755130107,0.040849015288907095,0.024754808318349933,-0.05836906699679737,-0.11670446904630924,-0.10347117409033905,0.04005423363631769,-0.04927700798064745,-0.059885446406024195,-0.0597816937088026,-0.03555374658192459,-0.0006052337054847229,-0.03214893095596397,0.003734318390898982,-0.04786487497278648,-0.03224298195124116,3.1815523209915413e-17,-3.3129848582787306e-18,9.6266792825079e-18,-5.434614332015461e-17,-5.531144139576422e-18,3.394946806202425e-17,-1.1320370306956446e-17,4.317677178334384e-17,-6.942357086142337e-18,-1.368517140277847e-17,-3.603924910908806e-18,2.2079060019396462e-17,-6.313017008757912e-18,5.670489053827806e-18,-8.882235245772825e-18,-9.461422458851158e-19,2.442035416232284e-18
x_location.release_mean,0.04392195612311437,0.08859261953322965,0.10027731018035957,0.19624358152412516,-0.11855187108702636,0.06937783435512251,0.0032267689854993953,-0.029020127186739596,0.20334206764299112,0.03882325014373747,0.14422946119304522,-0.1723762283599053,0.1499832039394714,-0.1372708305402182,0.10118815349258521,-0.004740739284279823,-0.17489996494435597,-0.15941828991916798,-0.16820945606613974,-0.16467332699807974,0.054915383694833106,-0.03718885673521027,0.05662272760661709,0.07311904025583056,-0.043925624771751534,-0.12597254814967646,0.019468589915368283,-0.14226846506893517,0.005083243098818186,0.05337785280345436,0.11045082166820178,0.046520867473112,-0.038779096428020805,0.19401731206212783,-0.054956550636942575,0.0462710726756774,-0.13282222111332687,0.10429061677377482,0.04576799461340837,-0.2337145715781886,0.09622160884263327,0.21067827004905404,0.04704205570174534,0.020773726955142204,0.08983663722127283,-0.028705624937846043,-0.2244391766280873,0.08253133504872767,0.03493409728154878,-0.10573034605400258,-0.08930036246894464,-0.18672469094403923,0.015160295130314437,-0.12360168935246613,0.0826506784353162,-0.14899696159961173,-0.1374118618405954,-0.1535806422756587,-0.22338829513125125,0.11335015626513925,-0.13287381027676726,-0.04780732229272283,-0.06859987665035625,-0.06739453005525936,-0.16381724236107917,0.02852618436110203,-0.049336567369899303,-0.13393711465177713,-0.22542490471929627,-0.0014177341236816382,0.10299271893759085,-0.037332560078132404,-1.552817297871051e-16,4.1496273014663925e-17,-4.0228902683836e-18,1.0531665824989309e-17,-1.1122107461757218e-17,5.111557649715817e-18,-1.976098690868823e-18,-3.2306436250121388e-18,-1.231701054983166e-18,1.0106768959606803e-17,-9.569577497766736e-19,1.0689690838222929e-18,1.4274093688749547e-18,2.437722260657333e-18,-2.966010419859322e-18,-2.9773720063926698e-18,-1.183052330288267e-18
difference.touch_buttonCenter_x_mean,-0.05827749643309168,-0.11230721592444959,0.2463460064399779,0.008291757403456862,0.03271200127359883,-0.07320559510366775,-0.049827046060179764,0.13122692488541232,0.011149640075775707,-0.014903459189657436,-0.022237245783852874,0.019705251545281216,0.13442374179438737,-0.04972904430950979,0.09812191692752018,0.10958588408365544,0.0494568760793128,0.03279890339468046,0.20032657811556154,-0.09393872273596666,-0.006776599022962233,-0.12532048951778957,0.04835698063854841,-0.06851588416592379,0.1847197995370976,0.005133430079823281,0.002590422074090235,-0.03072769089904561,0.06510616443928596,-0.03874874436748185,-0.06364312554705395,-0.09173933290954181,-0.050899956941677496,0.0844658013203268,0.047921028728195904,-0.011073580313513326,0.13313769212404084,0.07718699326150481,-0.05809421269080002,0.053264429474186886,-0.044705456209144734,0.03726909754504065,-0.060359643229559966,-0.013489308723350607,0.18472423038522323,0.1352937905757122,0.003465925069905021,0.039604369543462914,-0.031121545059088082,0.029153339484136048,0.19341773040652604,0.19007791808296798,-0.2026463431546097,0.03985890715307411,-0.07134730320868449,-0.14579947042802985,-0.06097078282921728,-0.1285068878101562,-0.0389264101158038,0.1630769892819516,0.14571452286734254,-0.18413128051154565,0.16685859116700877,0.04068921173539719,0.0390238624135176,0.10341630617633447,0.09043849870095699,-0.04538192178478369,-0.0798784374752288,-0.07843545318354041,0.28286184230954764,0.4790944088454919,-7.301396163630787e-16,7.825257623172267e-18,-2.1118990536527565e-17,3.165812357345994e-17,1.5334479394190507e-17,-7.206163477901283e-18,-4.085113347115755e-18,6.010765282100149e-17,3.040391586926216e-18,1.0664395903420005e-17,-1.69275272134899e-17,2.7309098004673834e-17,-9.670296672972626e-19,3.547662514680445e-18,4.620261521313586e-18,-2.5416865882365044e-18,-2.5045533710874415e-19
difference.touch_buttonCenter_y_mean,-0.04271772306364582,-0.12335243636257243,0.23595349897390752,-0.022581409077960923,0.07323333387609215,-0.037443129786317864,0.05672135934897515,0.10651166319320779,-0.032102686621324206,-0.06658700179496996,0.046472173333985276,-0.03542772863705809,0.1969112578092502,-0.1072932163427466,-0.13387264520029282,-0.1326021484591073,0.07827281216360221,-0.04743198067550518,-0.08949566427723006,0.001281965115696282,-0.14060753871863613,0.07426131911257647,-0.06377404541477476,-0.06345313405327742,0.08451411131974831,0.09748880792927761,0.1310631393120737,-0.03538888092017234,-0.06354415933097357,0.027109004647140434,-0.031109971163210695,-0.05401090051945685,-0.07165655748656236,-0.03596417365737266,-0.009575223952742396,-0.14734517589020482,-0.033079712125629324,0.05679629751619415,0.041387956892702533,-0.04838262749411995,-0.05993146103644876,-0.10804124268800963,-0.0756291287313553,-0.20630374953269046,0.20476579123794955,0.017667218161709436,0.05556578946940595,0.12368628631829359,0.08825609366305671,-0.11375062033087636,0.01096091645672568,0.026880534877045212,-0.13865754610451342,-0.06604725648391549,0.07244347492180435,0.043299645511992085,0.19203009353265216,-0.10174535648857339,-0.08269937478898327,0.14433664429152515,0.12445599173534298,-0.28001101675509277,0.09915892789956057,-0.016789449515399214,0.0005709991207703546,-0.013967124851730807,-0.30753510471983625,-0.08050262300730299,0.2391749787208181,0.019839707793928442,-0.11989220925037214,-0.38997708844937945,6.54789327531552e-16,-1.4148120672170186e-17,1.2733665284030234e-17,-4.0299059150264713e-17,1.1287838122736459e-18,5.2744898407748124e-17,7.531120880120197e-18,1.6264708404883767e-17,1.0574614508094217e-17,-1.353319050761244e-17,-3.000668631151036e-18,1.3445923147626792e-17,-1.5953199098462908e-19,4.83568595278713e-18,-7.909533528172197e-18,-3.3773057978036077e-18,-1.389789262296007e-18
touchAccuracy_mean,-0.07134580723970164,-0.19132334255410238,-0.008827938557785076,-0.03357967581394921,-0.13853281933799216,-0.09070109482749691,-0.0429027618384103,0.05181594589105197,-0.02731335085820935,0.11635374363977928,-0.07090322511044499,-0.19711827923750078,-0.19062942014602774,-0.013828149087101428,-0.007353949811929689,-0.0851217775874297,0.07987298964499803,-0.014048608026205354,-0.054807613020860436,-0.15203949857159454,0.16159343680143065,0.15729615321610937,-0.04894189731417595,-0.002717012950797709,0.07842677912424711,0.049926017396989625,-0.03895926538251753,-0.1114579253804143,0.06668343096570684,-0.037955190412499645,-0.18577060748688684,0.1961541431986668,-0.0903314833965106,0.02581947424060206,-0.07614717492304718,-0.0847774467640191,-0.19405325097519754,-0.003593645565590161,0.02417767148004918,0.040565994491782525,0.12826357746022815,0.019694360721729087,-0.2151288266985973,-0.003432492791700631,-0.14636030452545817,0.2870159142706717,-0.052084336782197496,0.11247093722887154,-0.10074320000887967,-0.032794329417561795,0.2950705586422549,-0.2760468753724724,-0.1220242617284664,0.16244844675657497,-0.04441525509561808,0.04203443087446762,-0.09602481715264509,0.006689801588085714,-0.06775805683150925,-0.07193270681366348,0.044570624608804926,0.1875129662198462,0.19199159103173966,0.1701463365864941,-0.07111284132515096,-0.06070729094566171,-0.05279178391334405,0.1178650241056412,0.027170564951658524,-0.06920568872783148,0.09008865415746221,-0.10570624195360652,9.156962885454746e-17,-6.061198622926022e-17,1.3120365525526446e-17,-2.712505484594825e-17,-1.6359296056667682e-17,5.133363595144213e-18,1.997774338805508e-18,3.0883735334530304e-17,4.683616813741272e-18,1.993994000986017e-17,-6.813351096026994e-19,2.741865295356827e-17,1.5110998373906527e-19,-7.264776763188534e-18,8.165400678275417e-18,3.881895214717614e-18,-1.1208151193902358e-18
