R2(Test),R2(Train),R2(Validation),RMSE(Test),RMSE(Train),RMSE(Validation),StandardError(Validation),Adjusted R2(Validation),MAE(Train),MAE(Validation),MAE(Test),AIC(Validation),AIC(Test),BIC(Validation),BIC(Test),MAPE(Validation),MAPE(Test),Target,Algorithm
0.40749845072489266,0.47152582848871016,0.3964191053178813,1.0256349866118284,1.0256349866118284,1.077276230733308,0.07146708212907653,0.3637510672036429,0.829185269989049,0.874699494736575,0.8177103866914819,60.31539621178443,50.96041964937474,144.65469656544985,117.65956403342514,28.52276284799854,24.31484524194755,ATT,Random Forest
0.5501840328410554,0.6171590151856736,0.560391829216903,0.9679291674588034,0.9679291674588034,1.0189314807829966,0.10195770226203585,0.5365986034786426,0.7546289825094876,0.8010483779590117,0.7800147634668358,9.905980973739602,30.460885552514263,94.24528132740504,97.16002993656465,23.556851479275515,22.532136235252455,PQ,Random Forest
0.38258969749071114,0.5405218883176397,0.434188912067661,1.0469718816695834,1.0469718816695834,1.0438818432537387,0.06403460615510495,0.40356511607132306,0.7881790274389422,0.8546423060648386,0.8290447453459888,2.485596208170456,58.24933470355454,86.82489656183589,124.94847908760494,27.005387295957327,24.975393401939787,ATT,SVM
0.5111015949674631,0.6431551348774043,0.5741172887840608,1.0091028981414794,1.0091028981414794,0.9986491784637622,0.10530912369551322,0.5510669358574249,0.7419560695673849,0.7986376403361535,0.8303248051272126,-18.154053809045998,45.20784763761738,66.18524654461945,111.90699202166778,23.388989467419165,24.18069931377989,PQ,SVM
0.3889951091103888,0.4874834551446757,0.4044328684900453,1.0415267421274328,1.0415267421274328,1.0698846750752118,0.08549570089825288,0.37219856498048587,0.8225968970132322,0.878000664522929,0.8229851144873848,47.873733007606354,56.403430910702056,132.21303336127178,123.10257529475246,28.395702200685495,24.383420453071967,ATT,Linear Regression SGD
0.49213958460464846,0.614327330746835,0.5535866863864902,1.0284858595165103,1.0284858595165103,1.0232756610371117,0.1075103632802409,0.5294251410620477,0.7743601799494931,0.8195907256855027,0.8417871477095403,14.175595906364187,51.94303920473661,98.51489626002962,118.642183588787,24.12899049442424,24.036694840513952,PQ,Linear Regression SGD
0.3863905953037796,0.48891140007851347,0.40510272330288116,1.0437442252918825,1.0437442252918825,1.0689737238765573,0.0896942277723148,0.37290467482185163,0.8223199715774443,0.8781298294812748,0.8251046160434138,46.62535786360633,57.15632043765128,130.96465821727176,123.85546482170167,28.16828526732199,24.356960392968936,ATT,Linear Regression
0.49831561943649716,0.6149981739422846,0.5532445373708701,1.022213078642865,1.022213078642865,1.02412556231294,0.10456292395282639,0.5290644736718708,0.7735801034016769,0.8223409957506491,0.8353795972090134,13.565542106360482,49.77736650299856,97.90484246002592,116.47651088704896,24.265662385243388,23.968349503630638,PQ,Linear Regression
0.2843600979093266,0.33177030475648295,0.3091789757844854,1.1271854024115824,1.1271854024115824,1.1504743740795527,0.03352339529376973,0.27178917808209924,0.932077271076014,0.9355461326038413,0.9215908440871976,153.83865180114634,84.3822008481196,238.17795215481178,151.08134523217,33.072689322741915,28.30632016547417,ATT,Lasso Regression
0.41145900899730825,0.455579266233151,0.44211765153097227,1.1071704888816545,1.1071704888816545,1.1486200587487825,0.06291449305113067,0.41192298834063834,0.9434971149737533,0.9457704476653077,0.918278929849862,153.19041038517668,78.03990870111433,237.52971073884208,144.73905308516473,30.039393786930535,27.71834326731503,PQ,Lasso Regression
0.3142014254943909,0.36940660746442666,0.34613622117460213,1.1034340237195124,1.1034340237195124,1.1182033601720738,0.04668596854999924,0.3107466867536399,0.9091551218473424,0.9133900697563386,0.8927315627890621,130.19424571531994,76.84321348087954,214.53354606898537,143.54235786492993,31.913546800561786,27.36541824016467,ATT,Elastic Net
0.4461287551259657,0.49524599421843557,0.47927203292462844,1.0740649700233589,1.0740649700233589,1.1091623085323519,0.07490182804791229,0.4510883027478687,0.8965396326457957,0.9023777863113013,0.8889724485841252,122.25605394678013,67.29347266741996,206.59535430044556,133.99261705147035,28.490846532109202,26.764637920863592,PQ,Elastic Net
0.3654832455075909,0.4323109974799042,0.40214042363292607,1.0613768945354933,1.0613768945354933,1.0683090114575546,0.0745204849893143,0.36978204449965657,0.8620093150045431,0.8695320786294111,0.8675413005460572,88.20904847834292,63.08672590057465,172.54834883200834,129.78587028462505,29.215073982838664,25.965662125789223,ATT,MARS
0.5303061366399117,0.5919323029277832,0.5560702314536551,0.989084933234158,0.989084933234158,1.024998509491397,0.08084636439427137,0.5320431048055282,0.7854848900952952,0.8037878190445071,0.7990191585530159,34.451570490281526,38.11482410286049,118.79087084394696,104.81396848691088,24.246214827305977,22.963762831190095,PQ,MARS
