R2(Test),R2(Train),R2(Validation),RMSE(Test),RMSE(Train),RMSE(Validation),StandardError(Validation),Adjusted R2(Validation),MAE(Train),MAE(Validation),MAE(Test),AIC(Validation),AIC(Test),BIC(Validation),BIC(Test),MAPE(Validation),MAPE(Test),Target,Algorithm
0.4080815986142843,0.44111412507950565,0.3904096232882217,1.0251301405783901,1.0251301405783901,1.0816788222257252,0.06767724215608197,0.32615550249968295,0.8500754819002608,0.8747696285125011,0.8199428787686623,103.98385217573207,86.78612811586092,260.61398140396784,210.65596768624025,28.777540162534997,24.24345432487145,ATT,Random Forest
0.5488308694633732,0.6225981205776495,0.5585437590614496,0.9693839654724261,0.9693839654724261,1.020861096829158,0.09962043770992676,0.5120118850165754,0.7494866519880728,0.8011026617310946,0.7818595613880813,40.684181416974305,66.99254828155034,197.3143106452101,190.86238785192967,23.42156758162217,22.705857128106764,PQ,Random Forest
0.40105072199514014,0.4888653699298568,0.4222351597523268,1.0312004761396891,1.0312004761396891,1.0557415314543608,0.08049787220895127,0.36133562253703155,0.8270835464778749,0.8662089067776844,0.8212362269105471,80.13149784304407,88.87616656922253,236.7616270712799,212.74600613960186,29.157100813291304,25.23034561329237,ATT,SVM
0.5174099068662439,0.6654354864269301,0.5758566973242266,1.002571475902315,1.002571475902315,0.9977269915750175,0.10332349278869958,0.5311497005556991,0.7206770839848559,0.7983312584529229,0.8151665787698867,-8.271891408736366,78.9091340615806,148.35823781949944,202.77897363195993,22.5440351680599,23.84656544488659,PQ,SVM
0.3786358667778379,0.5197779709873087,0.37511193261681675,1.0503188807316757,1.0503188807316757,1.100125211735342,0.14612220019411234,0.30924535254129204,0.7955368414902514,0.8997915070529786,0.8299686067215869,60.13063821563982,95.37921015532224,216.76076744387564,219.24904972570155,27.555507527687457,25.186653088649237,ATT,Linear Regression SGD
0.47480970973901593,0.6384084224531958,0.5391310115003487,1.0458863316219744,1.0458863316219744,1.0415561066235068,0.11374371138187807,0.4905529289287639,0.7495347300480641,0.8375222392991496,0.8398297425829554,25.787901425380134,93.88210031674708,182.41803065361594,217.7519398871264,23.144337787631088,24.470192507320604,PQ,Linear Regression SGD
0.3727842136776621,0.5211714345672862,0.3754634020335394,1.0552529435650675,1.0552529435650675,1.0995960389571542,0.1506013915408036,0.30963386873437193,0.7945909349210065,0.8992239075874227,0.836212955921742,58.65476034215608,97.03829527412347,215.2848895703919,220.9081348445028,27.345397573063618,25.24046248790856,ATT,Linear Regression
0.48157097399832194,0.6391139737238143,0.5387348994733567,1.0391321881766553,1.0391321881766553,1.042533822000403,0.1117118986161123,0.4901150645529808,0.7493937627624907,0.8396267641570101,0.8317246038384786,25.24372580377341,91.58861935223577,181.8738550320092,215.4584589226151,23.232370479670248,24.35524042177738,PQ,Linear Regression
0.2843600979093266,0.33177030475648295,0.3091789757844854,1.1271854024115824,1.1271854024115824,1.1504743740795527,0.03352339529376973,0.2363627056644716,0.932077271076014,0.9355461326038413,0.9215908440871976,189.83865180114634,120.3822008481196,346.46878102938217,244.25204041849892,33.072689322741915,28.30632016547417,ATT,Lasso Regression
0.41145900899730825,0.455579266233151,0.44211765153097227,1.1071704888816545,1.1071704888816545,1.1486200587487825,0.06291449305113067,0.3833138364220747,0.9434971149737533,0.9457704476653077,0.918278929849862,189.19041038517668,114.03990870111433,345.82053961341245,237.90974827149364,30.039393786930535,27.71834326731503,PQ,Lasso Regression
0.3142014254943909,0.36940660746442666,0.34613622117460213,1.1034340237195124,1.1034340237195124,1.1182033601720738,0.04668596854999924,0.2772154444876008,0.9091551218473424,0.9133900697563386,0.8927315627890621,166.19424571531994,112.84321348087954,322.82437494355577,236.71305305125887,31.913546800561786,27.36541824016467,ATT,Elastic Net
0.4461287551259657,0.49524599421843557,0.47927203292462844,1.0740649700233589,1.0740649700233589,1.1091623085323519,0.07490182804791229,0.4243844904491164,0.8965396326457957,0.9023777863113013,0.8889724485841252,158.25605394678013,103.29347266741996,314.88618317501596,227.1633122377993,28.490846532109202,26.764637920863592,PQ,Elastic Net
0.38839380068952944,0.42917713000186425,0.39604612795805505,1.0420391151057151,1.0420391151057151,1.0729202939895754,0.07530729233552207,0.33238612522930955,0.864228405695966,0.8772637435788793,0.8470450663032235,113.78731811880868,92.57753631499095,270.41744734704446,216.44737588537026,28.98991295798281,25.272996501762623,ATT,MARS
0.5266915155627034,0.5909454905961298,0.5374575576300942,0.992883487479312,0.992883487479312,1.0464799882253348,0.08056083086428423,0.48870308397488793,0.7845495454067011,0.817983757719181,0.8018989292734385,69.81002901345634,75.47174768970058,226.44015824169216,199.3415872600799,24.231038114348262,23.042982785103717,PQ,MARS
