#Features,AIC(Test),AIC(Validation),Adjusted R2(Validation),BIC(Test),BIC(Validation),Features,MAE(Test),MAE(Train),MAE(Validation),MAPE(Test),MAPE(Validation),R2(Test),R2(Train),R2(Validation),RMSE(Test),RMSE(Train),RMSE(Validation),StandardError(Validation),Target,Algorithm
7,37.36222818,43.52286771,0.390884433,59.59527631,71.63596783,[ 0  2  3  9 10 12 19],0.849528599,0.846527623,0.872920842,24.02933625,28.72139185,0.357273273,0.44851334,0.401309393,1.068221371,1.041278337,1.078068498,0.075406903,ATT,Random Forest
15,75.57654702,43.75496063,0.544400923,123.218793,103.997318,[ 0  1  2  4  5  6  8  9 11 12 13 17 18 19 20],0.901877776,0.800739085,0.808713796,24.57646603,24.97670373,0.378879012,0.57446292,0.561109936,1.137402675,1.012445339,1.028673831,0.09084303,PQ,Random Forest
10,47.26183065,-13.31134781,0.424473317,79.02332798,26.85022379,[ 0  1  3  6  8 10 11 13 15 17],0.860313137,0.771631907,0.851555644,23.78590889,25.75491382,0.342955801,0.531747602,0.438544874,1.080053764,0.959472743,1.0429617,0.1141075,ATT,SVM
12,56.21463198,35.60247419,0.515946941,94.32842877,83.79636011,[ 0  1  3  4  7 11 12 13 14 17 18 20],0.919401826,0.799465475,0.842259715,24.56749672,24.9299361,0.42404194,0.573725756,0.530148986,1.095270961,1.01327854,1.059036881,0.040748461,PQ,SVM
16,66.05063466,54.01635911,0.390325963,116.8690304,118.2748737,[ 0  1  2  5  6  7  8 10 11 12 14 15 17 18 19 20],0.86524307,0.836440412,0.872321873,24.29758529,28.83959966,0.317265461,0.465769785,0.414176292,1.100966283,1.02483452,1.065361622,0.091938168,ATT,Linear regression
16,51.06240832,12.44415575,0.552648352,101.880804,76.7026703,[ 0  1  2  3  4  5  6  8  9 10 11 13 14 15 16 19],0.868700175,0.790980641,0.824366215,23.34563513,24.75134204,0.465287887,0.604604343,0.570148661,1.055324826,0.975927294,1.015340345,0.055059452,PQ,Linear regression
9,68.74945772,129.8386518,0.304897953,97.33480531,165.9840662,[ 0  3  5  6  9 10 11 14 17],0.93895043,0.931958545,0.935234859,27.4353216,33.07268932,0.249717541,0.332033045,0.320193597,1.154145277,1.145937296,1.149380547,0.043380596,ATT,Lasso Regression
6,59.2124514,123.1904104,0.439637928,78.2693498,147.2873533,[ 0  1  3 13 16 17],0.962850601,0.943493337,0.945550581,27.00157231,30.03939379,0.373111755,0.455557809,0.447858399,1.142671003,1.145114964,1.147283043,0.027354111,PQ,Lasso Regression
6,57.62959849,102.6008207,0.343130744,76.68649689,126.6977636,[ 0  3  5 10 11 17],0.911565597,0.911928577,0.915978515,26.30603059,31.99208663,0.271109154,0.365784845,0.352766968,1.137573143,1.11661362,1.12030275,0.054123634,ATT,Elastic Net
11,59.21123596,102.2560539,0.470923586,94.14888302,146.4337827,[ 0  2  6  7  8 12 14 15 16 18 19],0.931731454,0.89651859,0.90265068,25.90248824,28.49084653,0.407551324,0.495321018,0.485153025,1.11084,1.10255313,1.108392161,0.030559664,PQ,Elastic Net
6,NA,NA,0.574625486,NA,NA,"PC1,PC2,PC3,PC4,PC9,PC15",0.811228249,0.785980715,0.785980715,21.59361171,19.27318496,0.566408575,0.580805261,0.580805261,1.020191185,0.992148199,0.992148199,0.087958865,PQ,MARS
19,NA,NA,0.385505433,NA,NA,"PC1,PC3,PC5,PC6,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22",0.878570815,0.87615912,0.87615912,24.01018499,21.74216698,0.379539417,0.413912724,0.413912724,1.099887427,1.077320234,1.077320234,0.11407156,ATT,MARS
