"#Features","Adjusted R2(Validation)","Features","MAE(Train)","MAE(Validation)","MAPE(Validation)","R2(Train)","R2(Validation)","RMSE(Train)","RMSE(Validation)","StandardError(Validation)","Target","Algorithm"
5,-0.0988738696498537,"[ 0  1 11 12 13]",3.67488597379317,3.91707799796296,11.1076247534101,0.292363658599889,-0.0256156116731966,4.55242566055318,4.84016984914371,0.389414358981684,"Agreeableness","Random Forest"
7,0.271315926078646,"[ 0  2  8  9 10 11 15]",3.11482044246795,3.49070970305966,8.89793335334154,0.510926142240098,0.339326439644639,3.97889975369607,4.36780678423217,0.336537027650535,"Conscientiousness","Random Forest"
5,0.457116927864337,"[ 0  2  4  9 14]",3.04164065065765,3.13843600521444,11.3115819450011,0.637631547108736,0.493309132673381,4.06286345838561,4.24303467814804,0.246214740151142,"Extraversion","Random Forest"
9,-0.040828097558314,"[ 0  1  3  7  8 10 11 14 15]",5.59103943373539,6.64877214366301,31.3658020834281,0.510136697944591,0.0840712741486837,6.68947649894517,7.88670677098886,0.468755144162669,"Neuroticism","Random Forest"
8,0.0140750967889965,"[ 0  2  3  4  6  7  8 12]",2.96901443814312,3.44330914785283,9.59504823581518,0.541736788075616,0.11924041979817,3.97084137764881,4.69504985486639,0.58949883490204,"Openness","Random Forest"
3,0.00142326083277788,"[0 4 8]",3.29587604358338,3.58318367752495,10.067029215422,0.317676745456039,0.0413663303994667,4.47098271319595,4.69446271349333,0.456043668242425,"Agreeableness","SVM"
4,0.240153721961869,"[ 0  3 11 15]",3.34817456426209,3.72922406560912,10.4293433773167,0.398501998086747,0.280678856790569,4.41328651082222,4.69892057271082,0.211870924591011,"Conscientiousness","SVM"
7,0.323012691064009,"[ 0  7  9 11 13 14 15]",3.2585519659835,3.56777198755187,12.6016838430922,0.584243154729655,0.386198173231368,4.35299226694382,4.64253689163124,0.320941334476182,"Extraversion","SVM"
6,0.0857071297472443,"[ 0  5  9 10 11 15]",5.82856918482442,6.26067334350667,33.0068222435752,0.45409929324214,0.158850559367465,7.0597486963592,7.42423729760443,0.449647234131512,"Neuroticism","SVM"
2,0.119536587531537,"[ 0 14]",3.26211992220964,3.439279927662,10.3808752743578,0.397586562109671,0.143015611864029,4.55259637476746,4.67840493279729,0.593651862853154,"Openness","SVM"
