R2(Train),R2(Validation),RMSE(Train),RMSE(Validation),StandardError(Validation),Adjusted R2(Validation),MAE(Train),MAE(Validation),AIC(Validation),BIC(Validation),MAPE(Validation),Target,Algorithm
0.4590246286937947,0.30135620963636034,1.0228796422164357,1.1402126882585109,0.15508980143182574,0.25400690710825746,0.8293059230767371,0.9237254762042985,142.32137935973992,370.18505274052364,27.503849605908925,ATT,Random Forest
0.565903864872444,0.4597621907884792,0.9922809855603497,1.0965659399106398,0.15646343817541639,0.4231485633315435,0.7883833666904166,0.8712072345657245,97.42231741652802,325.28599079731174,24.37587084349788,PQ,Random Forest
0.4409162444974539,0.3116084281685509,1.039897558016456,1.1391344133159305,0.1556923882104307,0.26495395096282337,0.8328978381392851,0.9161110395436968,159.64994516343666,387.5136185442204,28.3045168731624,ATT,SVM
0.568719565633533,0.47461201800975017,0.9892073677639408,1.0856617547195515,0.12177446832958372,0.4390048103783224,0.7811796044653491,0.86302658258662,83.6910329522095,311.5547063329932,24.728084054714905,PQ,SVM
0.4280785292846878,0.24665408879002157,1.0517449877816392,1.187573029118225,0.1763205154197055,0.19559745027094977,0.8415623299764912,0.9483467100035269,189.82596360983592,417.68963699061965,28.57526505684295,ATT,Linear Regression SGD
0.5403454009764803,0.4274796660448456,1.0212077990891184,1.1321953701890985,0.11678275084734664,0.38867814963571345,0.8170861323998722,0.9043662185886285,137.64605603234583,365.50972941312955,25.55662963955297,PQ,Linear Regression SGD
0.43092971049975215,0.24741761654185068,1.049126878857291,1.1869810986362843,0.17652926582521095,0.1964127247168862,0.8401950836288871,0.949821133634233,180.76147407887578,408.6251474596595,28.106103368235086,ATT,Linear Regression
0.5435545394899849,0.42609282771918217,1.0176177999374865,1.1346485429957645,0.1184364753629996,0.3871973208841061,0.8144270302352478,0.9017440350097875,132.10547323816473,359.96914661894846,25.353107358479072,PQ,Linear Regression
0.1655671144989268,0.12947793943030492,1.2703552844068644,1.2842422734119099,0.07043354142099102,0.07047990213028421,1.038103754671266,1.0512933299278353,468.72666427129406,696.5903376520778,36.248800855597544,ATT,Lasso Regression
0.2897287092705597,0.27576781496441777,1.2693154042247634,1.277117190496997,0.06257491847715314,0.226684305881785,1.0584815431858436,1.0642368564386289,467.30675961238234,695.1704329931661,33.67593977811783,PQ,Lasso Regression
0.2310152484345956,0.19052742834799902,1.219520299298559,1.2369902454030317,0.11053402535420312,0.13566690827753147,0.995264066774167,1.0103904012952545,406.2573073510887,634.1209807318724,34.342650603488536,ATT,Elastic Net
0.35265601468025337,0.3306377023921776,1.2117718450287933,1.224769633886722,0.08420892029046737,0.2852728993731136,1.0018961831350737,1.011755295424595,395.74353193888777,623.6072053196715,31.743269856939744,PQ,Elastic Net
0.4164057657382262,0.31283464979492415,1.06233698710238,1.1327677188246843,0.12920421636705237,0.26626327751269907,0.8560177429879431,0.9130805112492677,187.81000247043758,415.67367585122133,28.496083822865142,ATT,MARS
0.5316778204764684,0.41793168608623577,1.0308648598842862,1.1407081378208064,0.10039410408970074,0.37848307283343574,0.8151857061341765,0.9003387270113841,173.70437098524334,401.56804436602704,26.111147534765383,PQ,MARS
