"#Features","AIC(Validation)","Adjusted R2(Validation)","BIC(Validation)","Features","MAE(Train)","MAE(Validation)","MAPE(Validation)","R2(Train)","R2(Validation)","RMSE(Train)","RMSE(Validation)","StandardError(Validation)","Target","Algorithm"
17,-4.0399276216299,0.347080300784639,75.0148162043563,"[ 0  1  2  3  6  7  8 11 12 13 14 15 16 17 18 19 21]",0.78150159982117,0.881520365036502,26.1814010842394,0.508929385095662,0.361458066181868,0.974613523764094,1.09805315478906,0.105057118714772,"ATT","Random Forest"
13,-31.7141122118339,0.491698376523064,28.7395154198026,"[ 0  1  2  4  5  6  8 13 14 16 17 18 20]",0.759354086240048,0.822221693933545,23.515946942896,0.590937087176086,0.500257859819956,0.963237359667918,1.04694025374432,0.108037651952317,"PQ","Random Forest"
12,73.1679165949897,0.345943139592593,128.971265178039,"[ 0  1  2  5  6  7  9 10 11 12 14 15]",0.83822308958062,0.888025363047806,27.8767164672972,0.450847489720021,0.356109826541931,1.03063890017699,1.10506180074755,0.0762853409583573,"ATT","SVM"
10,-28.1479327522832,0.510552537883709,18.3548577335911,"[ 0  1  9 10 12 13 14 15 20 21]",0.747596912049265,0.814154572160555,23.09840624173,0.587343140490047,0.516892530916303,0.967451235524859,1.03073312037388,0.0897029110370739,"PQ","SVM"
13,145.361033433153,0.344623697207017,205.81466106479,"[ 0  1  2  3  5  7  9 10 13 15 16 17 19]",0.870933605297686,0.889910785002933,29.3688868754685,0.398082374279477,0.355659826658194,1.07896283116293,1.10127687298619,0.112408707875713,"ATT","Linear regression"
13,78.8185331279322,0.484873457184177,139.272160759569,"[ 0  3  5  7  8 10 12 13 15 17 18 19 21]",0.829826607810604,0.850111638739127,25.8671130030215,0.528355262521464,0.493547867879262,1.03433122173188,1.0579340658462,0.073736568154903,"PQ","Linear regression"
7,263.82989617511,0.263501789380193,296.381849515222,"[ 0  1  9 11 14 19 20]",0.95476332007265,0.958262589706396,33.1190040370316,0.285952571807588,0.270179881963533,1.17520681379087,1.17922786745457,0.0470599347013187,"ATT","Lasso Regression"
9,234.893619325433,0.396473524906176,276.74613076272,"[ 0  1  3  6  9 10 16 18 21]",0.945137607884169,0.948363982458065,30.0803190884,0.416593545518631,0.403509455315301,1.15038165293568,1.15486322914618,0.0408864954925206,"PQ","Lasso Regression"
5,224.55333405043,0.296241705158229,247.804729293368,"[ 0  1  2  7 13]",0.930762585129167,0.933917934367258,31.9153563128078,0.317828168038178,0.300799725202541,1.14868135286473,1.15255986512378,0.0624518586987306,"ATT","Elastic Net"
7,196.309618042793,0.422536657030082,228.861571382905,"[ 0  9 10 15 17 18 19]",0.915370225989115,0.91926628851702,28.9060310382813,0.442137785082011,0.427772723611416,1.12491924984119,1.12946951369909,0.0494591233806053,"PQ","Elastic Net"
16,NA,0.510258745632832,NA,"PC1,PC2,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC13,PC14,PC17,PC20,PC21,PC22",0.827317772991255,0.827317772991255,20.6200395216543,0.52040882344355,0.52040882344355,1.04687103429702,1.04687103429702,0.0678759354862774,"PQ","MARS"
19,NA,0.348564600379547,NA,"PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC14,PC15,PC16,PC17,PC19,PC21,PC22",0.906685486968699,0.906685486968699,23.794905148734,0.364597336898703,0.364597336898703,1.1166883891261,1.1166883891261,0.0884263329180427,"ATT","MARS"
