"id","timestamp","event","user_id","button_pressed","correct_answer","appCode","App","User","Cond","sessionNr","x_location.down","y_location.down","touch.duration","swipe_length","swipe_length.x","swipe_length.y","button_touch_x_location","button_touch_y_location","target_touch_x_location","target_touch_y_location","time_between_touches","x_location.release","y_location.release","difference.touch_buttonCenter_x","difference.touch_buttonCenter_y","touchAccuracy","touchAccuracy_x","touchAccuracy_y"
29405,"2016-11-15 15:35:01","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.13045715872114,-0.616160686974167,2,0.153304497919758,-1.93454588503806,0.911719834436301,-1.53140264255204,-0.883419360354765,-2.15070479298555,-1.92571652734683,1,0.128660111288028,1.24997358103192,-2.70208968475866,-0.578149669460722,0.126587110810619,-0.55913568263094,1.50578281774975
29413,"2016-11-15 15:35:08","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.141663875560584,-0.000411237287315348,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.00912021201461,-1.6397319106743,-1.12437187316496,-2.00203895093103,1,0.174144170939157,-2.25613585851543,-0.287529835098061,-0.358891504774844,-1.88045615305157,1.43431634471218,-1.28267416091795
29415,"2016-11-15 15:35:08","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.1377880077582,0.0381172157636065,1,-0.375461770235518,-0.558014127826411,0.189055628015165,-1.18442136080696,-0.915048351380866,-0.570390319993627,-1.12617917567775,0,0.735389762890442,1.1471011399199,-0.689103787221642,-0.689973121430408,1.44669608025528,0.728759210726853,1.32007619089672
29417,"2016-11-15 15:35:10","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-1.24638883614869,-0.394505430569274,3,1.82408276759333,1.79381556443416,0.535410914779096,-1.98799928937262,-1.4225295474152,-0.904680052122984,-1.38866407615311,1,1.29335714653469,0.541432430296553,-0.689103787221642,-0.689973121430408,1.44669608025528,-1.62211086212456,-0.803021761270872
29423,"2016-11-15 15:35:15","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.583504457844123,-1.59219004091067,2,2.11217626801728,1.50196055866944,2.04007251244552,-1.09643978508415,-2.33854348715691,-0.546836786922409,-1.53584590316602,0,1.93812025372244,1.1938730864877,-0.48204861734231,0.0614500850228281,-2.17632739395871,1.04040540554188,-2.22902717556168
29427,"2016-11-15 15:35:23","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.845377625436411,0.773102226708068,2,1.42064686595393,1.76641102509304,-0.284673719575932,-1.42744826480447,-0.804347098977705,-1.83210046498422,-0.952571594963023,0,-1.92049012895413,2.0706659414493,-1.49816011761307,-0.267726892136725,1.00071668733676,-0.171500480503588,2.03569892436937
29437,"2016-11-15 15:35:30","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.161492993118011,-2.02706678152726,2,1.43970533973142,0.414290635831877,3.04889608913185,-1.37973174417642,-1.24788053123334,-0.707999381651877,-1.086492193582,0,-1.37090815951811,1.9860252963205,-1.2568896065073,-1.13762462081402,-0.385925871418344,-0.0126116107660788,-0.264034604781139
29441,"2016-11-15 15:35:34","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.391691716634075,1.69301973035313,1,-1.51825109917767,-1.83652387503502,-0.97349501023449,-1.00912021201461,-0.784053260440795,-1.06280475655848,-0.927410919681906,1,-0.756573404947324,1.60597429407927,-0.287529835098061,-0.181246468095642,2.48937821910017,1.43431634471218,2.23067411601481
29447,"2016-11-15 15:35:38","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.97835024658226,-0.609214681332374,1,-2.44347325586721,-2.41720093405667,-2.44347325586721,-0.968224427211382,-1.30258717430741,-1.09469113387174,-1.85077366069305,0,1.5322888764637,-2.59295665176747,-0.207789672234119,-0.964070881053407,-1.26906275999139,1.63710856452171,-0.424018931128869
29451,"2016-11-15 15:35:40","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.975257890657552,-0.61318020608242,2,0.91088928252134,0.626969530486667,0.879578248075902,-1.00912021201461,-1.36219003541411,-0.528620414481778,-1.33999434437188,0,-0.307877360222782,1.12617917567775,-0.287529835098061,-0.819979254109242,-1.37231276253209,1.43431634471218,-0.623469487468615
29453,"2016-11-15 15:35:43","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.224347204044236,-2.02706678152726,2,0.780330567235709,-0.493473887141176,1.92571652734683,-0.930153970145407,-1.07225626750242,-0.485592910242201,-1.84023769614275,1,0.157466820500326,0.346346458044835,-0.124929102437767,-1.70111984255312,0.806053183594232,1.89925960615275,0.502318484623894
29457,"2016-11-15 15:35:46","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.410857733220461,0.877561814136266,1,-0.163020843570794,0.448291399047472,-0.36196335340215,-1.00912021201461,-0.829610091327343,-0.444656698952509,-1.41391055716597,0,0.758582451578322,2.05910941558632,-0.287529835098061,-0.358891504774844,2.19120369044472,1.43431634471218,1.8335709512335
29459,"2016-11-15 15:35:48","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.663601801505004,-0.107815601869658,1,1.05153913179395,1.0889689919881,0.380025480125463,-1.77694709892723,-1.11436913822682,-0.904680052122984,-1.50748868331187,1,1.20456459447343,1.46448944589968,-1.06982369055286,-2.67170228582512,0.126587110810619,-1.18941197864627,0.293392240388937
29463,"2016-11-15 15:35:51","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.125067256622988,-0.145541872664654,2,0.608554692624229,0.733594543370308,0.336175551141378,-2.16191768620783,-0.943761615205816,-1.00843619205957,-1.66222712776635,0,1.71886318594942,0.844594061251961,-0.48204861734231,-0.819979254109242,-1.22375829526623,-1.90427705148463,1.16826637834212
29465,"2016-11-15 15:35:58","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.0538981675606197,0.657804292372954,1,-0.800564154020222,-0.308308585659382,-0.432733546018021,-1.18442136080696,-1.24788053123334,-0.61136148064757,-1.57442675676882,5,-0.915882065626276,0.693804407736368,-0.689103787221642,-1.13762462081402,-0.738447088954642,0.728759210726853,-0.264034604781139
29467,"2016-11-15 15:36:00","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-1.721270258853,1.37548305781546,0,-0.246473724524591,0.511515004597949,-0.739707995293853,-2.16191768620783,-1.48481966902831,-0.759496667266244,-1.6205800544765,1,-0.394801792365537,1.85842708526561,-0.48204861734231,-0.578149669460722,1.7586357527509,-1.90427705148463,-0.947190908655512
29469,"2016-11-15 15:36:02","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.889918240347868,0.467166696123767,0,-0.113194434190434,0.322860580248487,-0.089632520296767,-3.12967925498348,-1.30258717430741,-1.24638883614869,-1.7040399756744,2,-0.0270078641139804,1.90176234428121,0.00507194814620335,-0.964070881053407,1.71170109690397,-3.12967925498348,-0.424018931128869
29479,"2016-11-15 15:36:07","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,1.31031060936371,0.313343810959993,1,-0.200371584132342,0.195478909982033,-0.0679063034208883,-1.13736284091635,-1.24788053123334,-0.683032949711408,-1.20825399352063,1,0.418775691044678,1.1938730864877,-0.579122030613057,-1.13762462081402,-0.810043204231947,0.899737670978753,-0.264034604781139
29481,"2016-11-15 15:36:09","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.132531198999504,1.5782254054734,1,-0.722872394411494,0.16816279211904,-1.16474757410125,-1.90259924368994,-1.15668180934142,-0.956462828301978,-1.50748868331187,1,0.917760254437094,0.608389736868438,-0.801697832589013,-1.70111984255312,0.547951428762236,-1.49689810000626,0.127139857382557
29489,"2016-11-15 15:36:17","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.0628235249053109,0.0445654522318616,1,-0.141940804021204,0.0436049656494926,0.155524068181787,-1.05320852175294,-1.30258717430741,-0.984118155805248,-1.2354354409159,0,-1.04654845481826,0.911927570698517,-0.383416575166526,-0.964070881053407,-1.13553255976506,1.24044960349291,-0.424018931128869
29493,"2016-11-15 15:36:20","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.945260563239882,1.0482091131181,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.6530210053866,-1.07225626750242,-1.5053570353297,-1.6867324061656,0,-1.62672623993693,-1.93011239797243,-1.49816011761307,-1.70111984255312,-0.0507410290152399,-0.882609623166641,0.502318484623894
29495,"2016-11-15 15:36:20","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-0.932692243277767,1.00094288024252,1,-0.74729830163054,-0.0609007416696243,-0.626302264518805,-1.27924906635549,-1.6397319106743,-0.61136148064757,-1.92571652734683,0,-0.439366589479437,1.1938730864877,-0.92362432894142,-0.358891504774844,-1.22375829526623,0.36372022835797,-1.28267416091795
29501,"2016-11-15 15:36:24","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,-1.10220910285803,-0.169831399817452,1,0.485284469229956,0.615663560613985,0.330379247539159,-1.00912021201461,-2.10083226705423,-0.461517413763825,-1.81832452401362,0,0.0471726970571448,0.669936309342661,-0.287529835098061,-0.0215230790498122,-2.34278662505847,1.43431634471218,-1.96480572318681
29503,"2016-11-15 15:36:26","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,1.07079596098623,1.47133360778257,1,-0.782190558844482,0.0316705638268037,-0.887273551170241,-1.2342601430022,-0.744582555611637,-2.0206904094081,-0.859770103147836,1,0.385335230702404,1.54527673905241,-0.801697832589013,-0.0215230790498122,1.95730420109862,0.526572276192696,2.56622911493106
29505,"2016-11-15 15:36:28","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",7,0.675608767339645,-0.143187117124598,1,-0.337481270501805,-1.23690696739216,0.322716170571281,-1.6530210053866,-1.55622591774,-0.826327010561574,-1.75606746631412,1,0.840879188412334,0.765730264958905,-1.49816011761307,-0.468390119167169,0.896250074770023,-0.882609623166641,-1.10978989034098
29513,"2016-11-15 15:37:31","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.790969058554549,-1.58300597381256,1,0.70097186578882,-0.52531298098282,1.76837162556666,-1.00912021201461,-1.48481966902831,-1.48523257064659,-1.12617917567775,0,-0.68511153384103,0.529724176805621,-0.287529835098061,-0.578149669460722,-1.64131135093185,1.43431634471218,-0.947190908655512
29515,"2016-11-15 15:37:36","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.647626901712209,-0.0727159501740264,1,-0.219991569224993,-0.257652572705779,0.235325593679399,-1.6530210053866,-1.15668180934142,-0.805673851044842,-1.72368734631791,4,-0.266874503643106,0.730369090250474,-1.49816011761307,-1.70111984255312,0.33226181954553,-0.882609623166641,0.127139857382557
29531,"2016-11-15 15:37:44","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.654064722424381,0.184034160399146,2,-0.390507923362861,-0.335015392743951,0.0886691458253875,-1.3296374415352,-0.804347098977705,-0.546836786922409,-1.06159987944609,0,0.260204111810691,1.46448944589968,-1.06982369055286,-0.267726892136725,1.41689653585499,0.169692331178214,2.03569892436937
29539,"2016-11-15 15:37:50","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.531302100801188,-0.649826281405369,1,0.899737670978753,0.528620414481778,0.99642870848704,-1.77694709892723,-2.33854348715691,-0.936723512487085,-2.06833245682604,1,0.676987181739937,1.49103997198778,-1.06982369055286,0.0614500850228281,1.66168168151352,-1.18941197864627,-2.22902717556168
29543,"2016-11-15 15:37:58","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.112090822047765,-0.853833984836582,1,1.05967527521747,0.667365039166029,1.08772975869609,-0.890733243843884,-1.03547222635549,-0.506989323255346,-1.6867324061656,0,-2.41466346868745,0.781074239597508,-0.0518391051945477,-1.36115079694381,1.18608161839359,2.33018139880066,0.687019506217985
29547,"2016-11-15 15:38:01","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.623635982768464,-0.427020301114327,1,0.287672702268152,-0.37164016704414,0.915048351380866,-0.930153970145407,-1.24788053123334,-0.369731402385235,-1.57442675676882,0,-1.98799928937262,2.24577593042702,-0.124929102437767,-1.13762462081402,-1.11233103720516,1.89925960615275,-0.264034604781139
29549,"2016-11-15 15:38:04","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.146650271425869,-0.202329991051188,0,0.461669902758272,0.395839331978746,0.551778243203115,-1.13736284091635,-1.11436913822682,-1.03313192837313,-1.04773434447213,2,-1.37442475747942,1.79932285063141,-0.579122030613057,-2.67170228582512,0.126587110810619,0.899737670978753,0.293392240388937
29553,"2016-11-15 15:38:07","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.440876788605444,0.244778397534543,0,0.233493927101147,0.492080911490804,0.160104365308232,-1.3296374415352,-0.883419360354765,-1.6039863959799,-0.859770103147836,1,-0.895021758773435,2.0706659414493,-1.06982369055286,-0.578149669460722,1.18608161839359,0.169692331178214,1.50578281774975
29555,"2016-11-15 15:38:09","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.634830968221288,0.926357756699173,0,-0.862948451025416,-0.391691716634075,-0.452539384738859,-1.37973174417642,-1.00139541975804,-0.632150351459597,-1.6867324061656,2,-0.358306775409049,1.79932285063141,-1.2568896065073,-1.13762462081402,0.668050279208248,-0.0126116107660788,0.834260313472999
29559,"2016-11-15 15:38:14","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.918805092852845,0.347365504677629,1,-0.569422821064968,-0.376050194793743,-0.104782774273435,-1.2342601430022,-1.00139541975804,-1.12437187316496,-1.03617542249554,1,0.595246248337772,1.1471011399199,-0.801697832589013,-1.13762462081402,0.942478488310004,0.526572276192696,0.834260313472999
29561,"2016-11-15 15:38:16","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.918805092852845,0.340530192292776,0,-0.085091611021978,0.225471926772474,0.0573304503749904,-1.2342601430022,-1.11436913822682,-1.36392537609651,-0.99485353791437,1,0.0519763690848718,2.05910941558632,-0.801697832589013,-2.67170228582512,0.126587110810619,0.526572276192696,0.293392240388937
29563,"2016-11-15 15:38:18","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.706767049440382,-1.00980470444634,1,1.31843985180295,0.781818344182442,1.51435640529362,-1.3296374415352,-1.24788053123334,-0.590017636891409,-1.33999434437188,2,0.700446199309908,1.54527673905241,-1.06982369055286,-1.13762462081402,-0.492080911490804,0.169692331178214,-0.264034604781139
29565,"2016-11-15 15:38:20","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.161492993118011,0.545722824073428,1,-0.488062105326433,-0.0890820104700523,-0.181803893194057,-1.98799928937262,-1.15668180934142,-0.977244760991227,-1.73964942477033,1,1.24668695326942,1.77363339210264,-0.689103787221642,-1.70111984255312,0.591813146082503,-1.62211086212456,0.127139857382557
29569,"2016-11-15 15:38:23","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-1.09095525108228,0.919850935280667,1,1.71288868775442,2.18370513613337,-0.58090611675191,-1.7164660311321,-1.07225626750242,-0.802265058402951,-1.66222712776635,1,1.83283521270966,1.06280475655848,-1.2568896065073,-1.70111984255312,-0.114436162733537,-1.06135908890781,0.502318484623894
29575,"2016-11-15 15:38:28","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.399993768062992,-0.27085398662551,0,0.443748942932287,0.481586765333839,0.437857391753572,-0.930153970145407,-1.48481966902831,-0.528620414481778,-1.86619094126495,1,3.29495922479355,0.669936309342661,-0.124929102437767,-0.578149669460722,-1.79450100377298,1.89925960615275,-0.947190908655512
29589,"2016-11-15 15:38:37","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.229692190731104,-0.915048351380866,1,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.42744826480447,-1.93543716098,-1.38364837262458,-2.13038177510348,0,0.321128107479702,-2.87448953808382,-1.49816011761307,-0.0981690013180611,-0.810043204231947,-0.171500480503588,-1.76121569198773
29595,"2016-11-15 15:38:40","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.23687608205706,-0.86993167398611,1,0.625468573976169,0.010966547164266,1.18719027561106,-1.18442136080696,-1.15668180934142,-1.94716613657578,-1.06159987944609,1,-0.675953250511662,1.08847309808042,-0.689103787221642,-1.70111984255312,-0.306153029962007,0.728759210726853,0.127139857382557
29605,"2016-11-15 15:38:46","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.319973661197476,-2.48036501126575,1,0.930999394688023,-0.338352069699159,2.20501992972868,-1.00912021201461,-1.30258717430741,-0.485592910242201,-2.17779348328744,1,-0.208209902294408,0.451173073668678,-0.287529835098061,-0.964070881053407,-1.20569804651518,1.43431634471218,-0.424018931128869
29609,"2016-11-15 15:38:49","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.78759991110955,-0.111814940394858,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.6530210053866,-1.30258717430741,-1.5053570353297,-1.86619094126495,0,-1.40576345171382,-2.30996126719927,-1.49816011761307,-0.964070881053407,0.627303268164105,-0.882609623166641,-0.424018931128869
29611,"2016-11-15 15:38:50","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.78759991110955,-0.118024376779599,1,0.386073552628041,0.448291399047472,0.404006379464074,-1.6530210053866,-1.4225295474152,-0.713469840287784,-2.01753278610295,1,0.220974731973642,1.52786967907527,-1.49816011761307,-0.689973121430408,0.77254787482904,-0.882609623166641,-0.803021761270872
29617,"2016-11-15 15:38:53","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.1377880077582,0.91068174270697,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.90259924368994,-1.00139541975804,-1.63137653229319,-1.6205800544765,0,-0.287672702268152,-1.97050530317033,-0.801697832589013,-1.13762462081402,-0.660359280429218,-1.49689810000626,0.834260313472999
29619,"2016-11-15 15:38:53","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.114022233708086,0.905919103337246,2,-0.689451458376701,-0.0307105432818948,-0.570067761067808,-0.930153970145407,-1.03547222635549,-0.404601392468811,-1.66222712776635,0,0.746754711966884,1.06280475655848,-0.124929102437767,-1.36115079694381,1.13736284091635,1.89925960615275,0.687019506217985
29623,"2016-11-15 15:39:00","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,1.30515300619639,1.09194999649785,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.09643978508415,-1.00139541975804,-1.18497441709991,-1.6205800544765,0,1.91703479016984,-1.89842799755954,-0.48204861734231,-1.13762462081402,1.16016770821951,1.04040540554188,0.834260313472999
29629,"2016-11-15 15:39:02","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,1.28454875351532,1.11922827695621,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.42744826480447,-0.829610091327343,-1.39589054911013,-1.47417192943162,0,1.88936579731037,-1.88125996996843,-1.49816011761307,-0.358891504774844,0.942478488310004,-0.171500480503588,1.8335709512335
29633,"2016-11-15 15:39:03","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,1.27213558942299,1.07689572955317,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.58782299616395,-1.19892040280025,-1.48523257064659,-1.77628279592868,0,1.87169332910071,-1.91617452154629,-1.8350454129914,-1.36115079694381,0.33226181954553,-0.707295060285342,-0.0696925543384589
29639,"2016-11-15 15:39:05","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,1.32368863368387,1.07689572955317,2,0.927621675734118,1.43546762259284,-0.751291397847129,-0.890733243843884,-1.19892040280025,-0.683032949711408,-1.15427670461793,0,-0.933115873198194,0.781074239597508,-0.0518391051945477,-1.36115079694381,-0.893999192716495,2.33018139880066,-0.0696925543384589
29643,"2016-11-15 15:39:09","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.47927904295963,-0.253262174266961,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.27924906635549,-0.943761615205816,-1.29684519095646,-1.57442675676882,0,-0.854031370319293,-2.36242190488766,-0.92362432894142,-0.819979254109242,1.11769096071221,0.36372022835797,1.16826637834212
29647,"2016-11-15 15:39:11","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.480971122391387,-0.241672120579832,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.3296374415352,-0.804347098977705,-1.32831141935756,-1.4366208062514,1,-0.85679827005927,-2.35577547406352,-1.06982369055286,-0.267726892136725,1.41689653585499,0.169692331178214,2.03569892436937
29649,"2016-11-15 15:39:11","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.470839072310356,-0.261764218996984,1,-0.11512608805214,-0.843224070183254,0.540956335946993,-1.05320852175294,-1.03547222635549,-0.485592910242201,-1.086492193582,0,-0.439366589479437,1.39698082562731,-0.383416575166526,-1.36115079694381,1.00071668733676,1.24044960349291,0.687019506217985
29651,"2016-11-15 15:39:13","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,1.47743033604084,-1.84849863465103,2,1.40209087660007,0.655593438151099,2.11730654141298,-1.90259924368994,-1.07225626750242,-0.754203006831858,-1.41391055716597,1,0.0471726970571448,0.949770206361928,-0.801697832589013,-1.70111984255312,-0.260062315340967,-1.49689810000626,0.502318484623894
29653,"2016-11-15 15:39:15","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.630142866719507,1.03617542249554,1,-0.280821639224388,0.463653238498024,-0.683379175287824,-1.90259924368994,-1.36219003541411,-0.754203006831858,-1.75606746631412,0,0.453298811478486,1.02939917624137,-0.801697832589013,-0.819979254109242,1.23132933213007,-1.49689810000626,-0.623469487468615
29657,"2016-11-15 15:39:18","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.0313962693027719,-0.000411237287315348,0,-2.44347325586721,-2.41720093405667,-2.44347325586721,-1.18442136080696,-0.784053260440795,-1.25719166891761,-1.41391055716597,0,-0.103680168255566,-2.25613585851543,-0.689103787221642,-0.181246468095642,1.93812025372244,0.728759210726853,2.23067411601481
29659,"2016-11-15 15:39:18","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.0286534505697312,-0.038665936372388,1,-0.0991332355858336,0.0230313234082223,0.219149027549224,-1.09643978508415,-1.24788053123334,-0.482664580030046,-1.55668619810365,0,0.986345319033515,0.858976872656936,-0.48204861734231,-1.13762462081402,-0.872736865764845,1.04040540554188,-0.264034604781139
29661,"2016-11-15 15:39:24","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-1.18913394471538,0.463653238498024,1,-0.456491266807304,0.00630568001484349,-0.224487778836787,-2.07301075594229,-0.784053260440795,-0.904680052122984,-1.48771531450477,5,-0.664114416036188,1.06280475655848,-0.579122030613057,-0.181246468095642,-1.76186251198192,-1.75478765482602,2.23067411601481
29663,"2016-11-15 15:39:26","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,-0.470839072310356,0.479125285652695,0,-0.660188813897626,-0.593937574676653,-0.137234482647982,-1.77694709892723,-1.03547222635549,-0.859373420311096,-1.64448257217485,1,-0.295253149629164,1.75927964031784,-1.06982369055286,-1.36115079694381,-0.34518227349678,-1.18941197864627,0.687019506217985
29667,"2016-11-15 15:39:28","touch.down",100,"True","True",9,"Spell",100,"TinyIcons",8,0.798488410797537,0.486827136765669,2,-0.54222619375462,-0.167884736475906,-0.190172152920816,-1.27924906635549,-0.829610091327343,-0.570390319993627,-1.30386901725035,0,0.293821590578461,1.46448944589968,-0.92362432894142,-0.358891504774844,1.50748868331187,0.36372022835797,1.8335709512335
