sessionNr,App,Cond,user_id,x_location.down_mean,y_location.down_mean,touch.duration_mean,swipe_length_mean,swipe_length.x_mean,swipe_length.y_mean,button_touch_x_location_mean,button_touch_y_location_mean,target_touch_x_location_mean,target_touch_y_location_mean,time_between_touches_mean,x_location.release_mean,y_location.release_mean,difference.touch_buttonCenter_x_mean,difference.touch_buttonCenter_y_mean,touchAccuracy_mean,touchAccuracy_x_mean,touchAccuracy_y_mean,x_location.down_median,y_location.down_median,touch.duration_median,swipe_length_median,swipe_length.x_median,swipe_length.y_median,button_touch_x_location_median,button_touch_y_location_median,target_touch_x_location_median,target_touch_y_location_median,time_between_touches_median,x_location.release_median,y_location.release_median,difference.touch_buttonCenter_x_median,difference.touch_buttonCenter_y_median,touchAccuracy_median,touchAccuracy_x_median,touchAccuracy_y_median,button_touch_x_location_skew,button_touch_y_location_skew,difference.touch_buttonCenter_x_skew,difference.touch_buttonCenter_y_skew,swipe_length_skew,swipe_length.x_skew,swipe_length.y_skew,target_touch_x_location_skew,target_touch_y_location_skew,time_between_touches_skew,touch.duration_skew,touchAccuracy_skew,touchAccuracy_x_skew,touchAccuracy_y_skew,x_location.down_skew,x_location.release_skew,y_location.down_skew,y_location.release_skew,x_location.down_kurt,y_location.down_kurt,touch.duration_kurt,swipe_length_kurt,swipe_length.x_kurt,swipe_length.y_kurt,button_touch_x_location_kurt,button_touch_y_location_kurt,target_touch_x_location_kurt,target_touch_y_location_kurt,time_between_touches_kurt,x_location.release_kurt,y_location.release_kurt,difference.touch_buttonCenter_x_kurt,difference.touch_buttonCenter_y_kurt,touchAccuracy_kurt,touchAccuracy_x_kurt,touchAccuracy_y_kurt,button_touch_x_location_quantile,button_touch_y_location_quantile,difference.touch_buttonCenter_x_quantile,difference.touch_buttonCenter_y_quantile,swipe_length_quantile,swipe_length.x_quantile,swipe_length.y_quantile,target_touch_x_location_quantile,target_touch_y_location_quantile,time_between_touches_quantile,touch.duration_quantile,touchAccuracy_quantile,touchAccuracy_x_quantile,touchAccuracy_y_quantile,x_location.down_quantile,x_location.release_quantile,y_location.down_quantile,y_location.release_quantile,x_location.down_std,y_location.down_std,touch.duration_std,swipe_length_std,swipe_length.x_std,swipe_length.y_std,button_touch_x_location_std,button_touch_y_location_std,target_touch_x_location_std,target_touch_y_location_std,time_between_touches_std,x_location.release_std,y_location.release_std,difference.touch_buttonCenter_x_std,difference.touch_buttonCenter_y_std,touchAccuracy_std,touchAccuracy_x_std,touchAccuracy_y_std,button_touch_x_location_mad,button_touch_y_location_mad,difference.touch_buttonCenter_x_mad,difference.touch_buttonCenter_y_mad,swipe_length_mad,swipe_length.x_mad,swipe_length.y_mad,target_touch_x_location_mad,target_touch_y_location_mad,time_between_touches_mad,touch.duration_mad,touchAccuracy_mad,touchAccuracy_x_mad,touchAccuracy_y_mad,x_location.down_mad,x_location.release_mad,y_location.down_mad,y_location.release_mad,x_location.down_max,y_location.down_max,touch.duration_max,swipe_length_max,swipe_length.x_max,swipe_length.y_max,button_touch_x_location_max,button_touch_y_location_max,target_touch_x_location_max,target_touch_y_location_max,time_between_touches_max,x_location.release_max,y_location.release_max,difference.touch_buttonCenter_x_max,difference.touch_buttonCenter_y_max,touchAccuracy_max,touchAccuracy_x_max,touchAccuracy_y_max,x_location.down_min,y_location.down_min,touch.duration_min,swipe_length_min,swipe_length.x_min,swipe_length.y_min,button_touch_x_location_min,button_touch_y_location_min,target_touch_x_location_min,target_touch_y_location_min,time_between_touches_min,x_location.release_min,y_location.release_min,difference.touch_buttonCenter_x_min,difference.touch_buttonCenter_y_min,touchAccuracy_min,touchAccuracy_x_min,touchAccuracy_y_min,x_location.down_count,y_location.down_count,touch.duration_count,swipe_length_count,swipe_length.x_count,swipe_length.y_count,button_touch_x_location_count,button_touch_y_location_count,target_touch_x_location_count,target_touch_y_location_count,time_between_touches_count,x_location.release_count,y_location.release_count,difference.touch_buttonCenter_x_count,difference.touch_buttonCenter_y_count,touchAccuracy_count,touchAccuracy_x_count,touchAccuracy_y_count,hit_rate,SEA,PQ,ATT,HQI,HQS,HQ
1,Quiz,TinyIcons,100,975.24,638.34,0.0,0.0,0.0,0.0,39.2,4.46,39.2,4.46,4.12,975.24,638.34,16.76,4.84,-0.30245609616560115,0.4970569848867869,-0.4553846153846154,976.5,626.5,0.0,0.0,0.0,0.0,38.0,4.0,38.0,4.0,2.0,976.5,626.5,16.5,3.5,-0.155677655677656,0.4464285714285711,-0.384615384615385,-0.007052701214654275,0.401443967803913,0.7171246533806394,1.4883984694580208,0.0,0.0,0.0,-0.007052701214654275,0.401443967803913,0.7966562670654395,0.0,-0.9033951432130565,0.6920832436268051,-0.582920612818902,-1.692708090834096,-1.692708090834096,0.5755430826936135,0.5755430826936135,3.87548346410832,-1.2354591755011581,0.0,0.0,0.0,0.0,-0.8883847375816951,-1.1690652483207828,-0.8883847375816951,-1.1690652483207828,-0.8634025597664463,3.87548346410832,-1.2354591755011581,0.0679389974638629,2.4048922819245915,-0.05737197405021455,-0.29464211800900975,0.13874877504289573,38.0,4.0,16.5,3.5,0.0,0.0,0.0,38.0,4.0,2.0,0.0,-0.155677655677656,0.4464285714285711,-0.384615384615385,976.5,976.5,626.5,626.5,8.75371349771056,53.82876399596531,0.0,0.0,0.0,0.0,28.0434930063999,4.030922144290724,28.0434930063999,4.030922144290724,4.1263381667850085,8.75371349771056,53.82876399596531,8.013166248951366,3.893691478960979,0.48179795697641853,0.17021609796073123,0.848748934286033,22.248,3.4351999999999987,6.510400000000001,2.9008000000000003,0.0,0.0,0.0,22.248,3.4351999999999987,3.584000000000001,0.0,0.38893973409810456,0.13845565017850223,0.6643692307692309,5.852799999999998,5.852799999999998,47.00800000000001,47.00800000000001,989.5,731.0,0.0,0.0,0.0,0.0,88.5,12.0,88.5,12.0,12.0,989.5,731.0,36.5,16.5,0.302197802197802,0.8863636363636359,0.8461538461538459,948.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,578.0,6.0,0.5,-1.3968253968254,0.25,-2.53846153846154,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0.44,60,4.5,3.5,4.0,4.5,4.25
2,Quiz,Normal,100,914.4444444444445,457.1388888888889,0.1111111111111111,0.0,0.0,0.0,280.1666666666667,46.138888888888886,280.1666666666667,46.138888888888886,5.666666666666667,914.4444444444445,457.1388888888889,101.30555555555556,11.805555555555555,-0.013861061143651024,0.4954251690765695,-0.018321513002363968,915.25,448.5,0.0,0.0,0.0,0.0,221.5,43.0,221.5,43.0,5.0,915.25,448.5,82.5,10.0,-0.0268880685986794,0.5367279979413275,-0.08510638297872365,1.6708619994482679,-0.09099301201086807,1.3682290609201673,0.6716808578226341,0.0,0.0,0.0,1.6708619994482679,-0.09099301201086807,0.7770570472231585,2.705788066811589,-1.0144592691901249,-0.3936262887611718,-0.09099301201086908,-0.8376254370382982,-0.8376254370382982,0.19364250118171245,0.19364250118171245,0.5348705904770936,-0.5042257357198108,5.976562499999999,0.0,0.0,0.0,2.906869271848173,-0.939747213803817,2.906869271848173,-0.939747213803817,1.066949197576788,0.5348705904770936,-0.5042257357198108,1.5968436299344377,-0.25619209641899054,2.1369511051375882,-0.7264138050040012,-0.9397472138038157,221.5,43.0,82.5,10.0,0.0,0.0,0.0,221.5,43.0,5.0,0.0,-0.0268880685986794,0.5367279979413275,-0.08510638297872365,915.25,915.25,448.5,448.5,25.310942116991107,115.01659797810714,0.32338083338177726,0.0,0.0,0.0,178.29552467083144,13.794506105432351,178.29552467083144,13.794506105432351,3.3781303565555834,25.310942116991107,115.01659797810714,86.5796367325021,6.595762652439842,0.1648380969137268,0.22255102211463523,0.29350012990281604,132.7037037037037,11.709876543209877,64.59567901234568,5.395061728395062,0.0,0.0,0.0,132.7037037037037,11.709876543209877,2.4074074074074066,0.1975308641975309,0.12159290340900133,0.17954833419431845,0.2491463094299974,18.39506172839506,18.39506172839506,91.83641975308643,91.83641975308643,946.5,701.5,1.0,0.0,0.0,0.0,792.5,69.0,792.5,69.0,14.0,946.5,701.5,328.5,26.0,0.21401086464463606,0.843003412969283,0.468085106382979,856.5,285.0,0.0,0.0,0.0,0.0,111.0,21.0,111.0,21.0,1.0,856.5,285.0,10.0,1.5,-0.466342313557476,0.0862068965517241,-0.553191489361702,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0.7777777777777778,80,4.25,3.5,4.0,4.5,4.25
3,Quiz,Freezing,100,913.4444444444445,457.44444444444446,0.0,0.10798059064528333,0.05555555555555555,0.09259259259259259,164.8148148148148,39.666666666666664,164.75925925925927,39.574074074074076,7.444444444444445,913.3888888888889,457.35185185185185,52.01851851851852,21.296296296296298,-0.10713254118382148,0.3871200832571228,-0.3593380614657213,922.5,436.5,0.0,0.0,0.0,0.0,169.0,45.0,169.0,45.0,6.0,922.5,436.5,47.0,7.0,-0.0026595744680851107,0.4051724137931029,-0.0425531914893617,-0.3327375188290576,-1.3662724796921648,0.7605592052590364,2.5364137756243137,5.196152422706641,5.196152422706649,5.196152422706638,-0.3306779562986475,-1.3736724557762703,4.4627109220899,0.0,-2.52269855801566,-0.12589869486307395,-2.423934828093266,-1.6684727595825355,-1.6732181155587318,0.417910529012601,0.41708714365407346,4.404349923038695,-1.2136440517972886,0.0,27.000000000000007,27.000000000000046,27.000000000000025,0.509364931857152,1.533453420660936,0.5098440042155281,1.5667765688915196,21.748785466458244,4.430661659305757,-1.2148765531527879,0.14751759857685576,5.047984784158346,5.815100018808775,-0.2615643281659974,4.685880414805442,169.0,45.0,47.0,7.0,0.0,0.0,0.0,169.0,45.0,6.0,0.0,-0.0026595744680851107,0.4051724137931029,-0.0425531914893617,922.5,922.5,436.5,436.5,30.33889777082744,144.62161061338742,0.0,0.561083607686782,0.2886751345948129,0.4811252243246882,81.70069062745338,16.811740403200833,81.69259574423009,16.745093255880903,15.209646062066446,30.295446894939577,144.7160890804697,31.318918306267285,40.726399314690234,0.28159367546176567,0.1894046535270217,0.9110285146271089,61.24279835390947,12.30864197530864,24.947873799725645,24.823045267489718,0.20796261902054566,0.10699588477366244,0.17832647462277088,61.19341563786007,12.2400548696845,7.111111111111114,0.0,0.17233680857545328,0.15381000054645638,0.5542421854478599,21.362139917695472,21.316872427983533,122.11522633744856,122.18381344307271,967.5,702.5,0.0,2.91547594742265,1.5,2.5,325.5,62.0,325.5,62.0,80.0,967.5,702.5,127.5,139.5,0.13085106382978698,0.7609756097560981,0.319148936170213,810.0,296.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,296.5,6.5,0.5,-1.06896551724138,-0.037037037037037,-2.96808510638298,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0.5555555555555556,140,3.0,3.0,4.5,3.5,4.0
4,Quiz,Normal,100,899.7,439.125,0.05,0.0,0.0,0.0,228.15,42.825,228.15,42.825,4.85,899.7,439.125,70.325,9.875,-0.048916532622802884,0.4093859755091619,-0.08882978723404257,919.0,427.5,0.0,0.0,0.0,0.0,166.25,39.75,166.25,39.75,5.5,919.0,427.5,55.75,10.25,-0.07598187703897095,0.4439150943396225,-0.15425531914893598,1.518932466455175,0.38801937155727845,1.293956492450232,0.12569152578505458,0.0,0.0,0.0,1.518932466455175,0.38801937155727845,-0.21628216324540672,4.472135954999582,0.6742734089625176,-1.3224882309263932,0.3880193715572792,-1.1859167941223963,-1.1859167941223963,0.6933736890786059,0.6933736890786059,0.7116317991417986,-1.0634165954265153,20.00000000000001,0.0,0.0,0.0,1.1593521287743762,-1.154126162180892,1.1593521287743762,-1.154126162180892,-1.0657895478359731,0.7116317991417986,-1.0634165954265153,1.5803032819239986,0.02529052413117805,-0.7283935464532263,1.2612580000463156,-1.1541261621808894,166.25,39.75,55.75,10.25,0.0,0.0,0.0,166.25,39.75,5.5,0.0,-0.07598187703897095,0.4439150943396225,-0.15425531914893598,919.0,919.0,427.5,427.5,52.37526535543883,154.25584310352377,0.22360679774997896,0.0,0.0,0.0,133.0689473049295,10.321509222569096,133.0689473049295,10.321509222569096,2.9607075967890197,52.37526535543883,154.25584310352377,51.912952191752275,4.7152468261565,0.09328033480691694,0.2225564938290649,0.2196065792035979,100.85999999999999,8.84,39.372499999999995,3.5875,0.0,0.0,0.0,100.85999999999999,8.84,2.48,0.09500000000000004,0.07949396762215213,0.1568623790661372,0.18808510638297876,42.789999999999985,42.789999999999985,126.4125,126.4125,956.0,704.0,1.0,0.0,0.0,0.0,536.0,62.0,536.0,62.0,10.0,956.0,704.0,210.5,19.5,0.149887839032017,0.6725239616613421,0.319148936170213,765.0,291.5,0.0,0.0,0.0,0.0,109.0,27.5,109.0,27.5,0.0,765.0,291.5,9.5,1.0,-0.150244714839236,-0.117408906882591,-0.414893617021277,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0.75,120,4.0,4.0,4.5,5.0,4.75
5,Quiz,Freezing,100,892.3055555555555,486.55555555555554,0.0,0.0,0.0,0.0,231.13888888888889,47.55555555555556,231.13888888888889,47.55555555555556,6.388888888888889,892.3055555555555,486.55555555555554,65.72222222222223,10.166666666666666,0.019999324912936912,0.3721093418482272,0.01182033096926717,897.0,445.5,0.0,0.0,0.0,0.0,204.75,44.5,204.75,44.5,6.5,897.0,445.5,57.0,8.5,-0.003304353193252855,0.39868760757315,-0.05319148936170215,1.6506490092427542,0.18475270604734711,1.1404399669343932,0.4467317461858414,0.0,0.0,0.0,1.6506490092427542,0.18475270604734711,0.29612701661445956,0.0,0.766570212545163,-0.3254419189389773,0.1847527060473472,-0.3391402208189715,-0.3391402208189715,0.15101043846462922,0.15101043846462922,-0.9086224115313022,-0.6381470129904829,0.0,0.0,0.0,0.0,3.3504478165149143,-0.8386772414717112,3.3504478165149143,-0.8386772414717112,-0.9616908664673631,-0.9086224115313022,-0.6381470129904829,1.7017400091137809,-0.7603068817515442,-0.019479193135393036,-0.7219037159759094,-0.8386772414717067,204.75,44.5,57.0,8.5,0.0,0.0,0.0,204.75,44.5,6.5,0.0,-0.003304353193252855,0.39868760757315,-0.05319148936170215,897.0,897.0,445.5,445.5,34.94286887144962,117.37094149957534,0.0,0.0,0.0,0.0,108.94018941272796,12.307206029860632,108.94018941272796,12.307206029860632,4.828090462733675,34.94286887144962,117.37094149957534,48.16797270771568,6.507913734559685,0.09484816942477957,0.18420253965727273,0.2618554474438433,80.39197530864197,10.234567901234568,37.5246913580247,5.314814814814815,0.0,0.0,0.0,80.39197530864197,10.234567901234568,4.055555555555555,0.0,0.07858936459089162,0.15349920498970612,0.2177567638560546,28.549382716049383,28.549382716049383,99.11728395061729,99.11728395061729,947.5,711.0,0.0,0.0,0.0,0.0,552.5,69.0,552.5,69.0,16.0,947.5,711.0,196.0,22.0,0.237797246558198,0.6586666666666671,0.468085106382979,831.5,306.0,0.0,0.0,0.0,0.0,114.5,26.0,114.5,26.0,0.0,831.5,306.0,0.5,0.5,-0.102241641337386,0.0043859649122807,-0.446808510638298,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0.6666666666666666,145,3.5,4.0,5.5,5.0,5.25
6,Quiz,TinyIcons,100,968.1739130434783,652.0434782608696,0.08695652173913043,0.0,0.0,0.0,47.32608695652174,4.3478260869565215,47.32608695652174,4.3478260869565215,4.173913043478261,968.1739130434783,652.0434782608696,20.217391304347824,4.1521739130434785,-0.12095187339038214,0.4496056109309632,-0.17725752508361212,969.0,639.5,0.0,0.0,0.0,0.0,41.0,5.0,41.0,5.0,5.0,969.0,639.5,15.0,2.5,-0.0853530031612223,0.422535211267606,-0.23076923076923106,0.736978095492423,0.6694088843257534,1.0608428887248456,1.0830717053512036,0.0,0.0,0.0,0.736978095492423,0.6694088843257534,-0.1698817629049305,3.1403996438884003,-0.1902385964263751,0.7744491871902159,0.4095798794115882,-0.3497144003584009,-0.3497144003584009,0.1616407735824725,0.1616407735824725,0.006679568161136462,-1.1883103739775547,8.605442176870742,0.0,0.0,0.0,0.35070580591412837,0.5464042106019127,0.35070580591412837,0.5464042106019127,-1.679914131979641,0.006679568161136462,-1.1883103739775547,0.8394875010290326,0.057199710046402785,1.5381497846976595,0.6609716865110524,1.2177792984106492,41.0,5.0,15.0,2.5,0.0,0.0,0.0,41.0,5.0,5.0,0.0,-0.0853530031612223,0.422535211267606,-0.23076923076923106,969.0,969.0,639.5,639.5,11.437188838938948,48.80362156910969,0.2881040655200304,0.0,0.0,0.0,37.664973086787924,3.4916614390205534,37.664973086787924,3.4916614390205534,3.2564924509361224,11.437188838938948,48.80362156910969,12.599446314454857,4.0548365694246025,0.43249049306485593,0.1716753703337565,0.8848235640140225,27.890359168241968,2.6502835538752363,10.047258979206047,3.3156899810964084,0.0,0.0,0.0,27.890359168241968,2.6502835538752363,2.9338374291115312,0.1587901701323251,0.28077816780219556,0.13154169406485333,0.5842663952304779,8.368620037807185,8.368620037807185,42.523629489603024,42.523629489603024,988.5,738.5,1.0,0.0,0.0,0.0,134.0,12.5,134.0,12.5,9.0,988.5,738.5,54.0,13.0,0.8941176470588241,0.8888888888888891,2.0,945.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,587.0,4.0,0.0,-1.07621736062103,0.153846153846154,-1.92307692307692,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0.6956521739130435,75,4.0,3.5,3.5,5.0,4.25
7,Spell,TinyIcons,100,508.458904109589,382.9109589041096,0.9041095890410958,238.27775210291173,146.73287671232876,168.93150684931507,4.36986301369863,3.2465753424657535,6.659402241594022,5.619551681195512,0.726027397260274,507.2328767123288,551.7191780821918,7.226027397260274,4.6506849315068495,-0.3414307458143074,0.6675799086757991,-0.28767123287671237,560.0,384.5,1.0,185.866215327046,92.0,134.5,0.0,0.0,0.0,0.0,1.0,559.0,588.0,5.5,3.5,-0.106666666666667,0.733333333333333,-0.2,0.6464726034262389,1.0058472587858285,1.368433969270042,3.5127251509051174,0.8133555971958857,1.338086771962435,0.9409907551849447,0.8286521482988194,1.0444116716652663,2.5326758066591943,0.40685036767159893,-3.1882335330585088,0.25289418744266834,-1.6886086835576946,-0.22992146546001624,-0.3378295067594306,-0.12118229819900954,-0.5043409554450267,-1.102857935799352,-0.8101781305968387,0.6405107623731672,-0.1899201245695279,1.2971685861920514,0.1313268139718735,-1.3272043305438945,-0.2639254066342973,-0.8011286055999496,0.010944548073319904,8.182428915186621,-0.5936996042076226,-0.939258270843816,3.0252529215439408,19.544244799595376,20.034674586393326,0.64638039308762,8.51152363375299,0.0,0.0,5.5,3.5,185.866215327046,92.0,134.5,0.0,0.0,1.0,1.0,-0.106666666666667,0.733333333333333,-0.2,560.0,559.0,384.5,588.0,263.9451588849138,133.60520049929426,0.6490245578653622,216.90899231696432,167.29666518459766,160.81790329844802,5.340507802829731,4.2345497659065385,8.645304128606814,7.181228826226109,1.017353237744922,231.64384003536938,174.81746405380662,5.3079088631248155,4.905131193388523,1.1589168450555456,0.9950800669246332,0.8565561762100324,4.8431225370613635,3.653405892287483,4.0895102270594865,3.217301557515481,175.6631147221648,130.9318821542503,129.20510414711953,7.6417202613487065,6.067827837390598,0.696190654907112,0.44586226308875987,0.6458781092971368,0.7552386313880028,0.5849002314380438,220.1032088571965,188.10189528992302,103.81872771626944,154.03377744417332,892.0,601.0,3.0,799.5569085437262,637.0,599.0,14.0,14.0,25.2272727272728,25.681818181818105,5.0,926.0,760.0,29.0,35.0,2.45333333333333,3.86666666666667,1.6,62.5,142.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95454545454544,0.0,0.0,62.5,162.0,0.0,0.0,-7.466666666666669,-1.4,-4.66666666666667,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0.4794520547945205,155,5.25,3.0,3.0,3.5,3.25
8,Spell,TinyIcons,100,550.9932432432432,358.05405405405406,0.7162162162162162,248.4948798475383,145.98648648648648,184.71621621621622,4.804054054054054,4.027027027027027,8.280098280098281,5.651105651105647,0.8378378378378378,571.9797297297297,542.5405405405405,6.885135135135135,3.972972972972973,-0.281681681681682,0.7612612612612611,-0.16216216216216225,602.5,356.25,1.0,192.11588865110002,121.25,151.5,2.25,1.0,2.613636363636345,1.818181818181825,1.0,595.0,570.5,6.5,3.5,-0.0288888888888889,0.866666666666667,-0.133333333333333,0.49072765622552883,0.627098125545176,0.5013788739756695,0.6886334623525427,0.4982213512841504,1.2731255399098842,0.6329973425008274,0.5912224966949573,0.9706525084036739,2.289772437670919,0.14082580622233581,-1.113380265046284,-0.21490851149718107,-0.17839707359710755,-0.05059746266154887,-0.006636534697333557,0.012256879421936252,-0.5584979785999111,-1.2172044510941464,-1.2225295106825136,-0.5107298010095374,-0.8996592998292976,1.7156911008087303,-0.7391752079515737,-1.3785723652199757,-1.052421190526331,-1.2479822562474792,-0.12871335610429124,5.9609773489003395,-0.40658933267226516,-1.0731432258412226,-0.4919843426280943,-0.37813108872382006,2.0851578179315156,-0.2915656922318628,-0.5342517685035144,2.25,1.0,6.5,3.5,192.11588865110002,121.25,151.5,2.613636363636345,1.818181818181825,1.0,1.0,-0.0288888888888889,0.866666666666667,-0.133333333333333,602.5,595.0,356.25,570.5,227.78936877972012,136.7373386382083,0.5856800349124732,216.358128625414,151.6552049378668,173.82649752060638,5.330718402051421,4.613776193789944,9.498347938088221,6.932348888930762,1.2166316292487267,201.0012171841628,194.4835760357389,4.4702573378296515,3.076526118557039,0.8242020518442511,0.7887339724910758,0.6527386242188856,4.8504382761139535,4.151570489408327,3.6793279766252738,2.5390796201607015,186.431206089818,117.0248356464573,146.87472607742868,8.481140846005717,5.936483166212892,0.8151935719503287,0.5032870708546383,0.6036977518058603,0.641879717555393,0.5222790357925492,196.1698319941563,160.0365230094959,116.71621621621624,170.32907231555896,908.5,561.5,2.0,727.220908665311,702.5,564.0,14.5,14.0,27.045454545454607,25.681818181818105,6.0,988.0,757.5,18.5,11.5,1.28444444444444,2.46666666666667,1.2,150.5,132.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.22727272727274805,0.0,0.0,89.5,134.5,0.5,0.0,-3.2,-1.33333333333333,-1.53333333333333,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0.5135135135135135,155,3.75,3.5,3.0,3.0,3.0
9,Spell,Freezing,100,530.2844827586207,426.69827586206895,0.9482758620689655,383.883796957741,245.17241379310346,260.2758620689655,28.79310344827586,22.336206896551722,32.954545416241544,29.51410654476819,2.0,564.6465517241379,686.9741379310345,118.6293105914675,71.5431034893824,12.017365007938277,2.0879310870699124,1.8233990628605243,562.0,442.5,1.0,397.819359729279,221.75,260.5,35.25,26.5,42.0454544912685,34.090909036723,1.0,580.75,697.0,12.75,11.0,-0.0007142852520453076,0.24285716402287455,1.7029898797271894e-08,-0.4288058028530881,-0.2833368114363262,1.9240301486082136,1.617312667779068,-0.040428816915353154,0.43916372567178774,0.30296403166102753,-0.33592034555783146,0.4532621167095553,7.233600742620451,1.1277676396829934,1.9914912352159988,1.624157717777404,1.5773805375799888,0.017835900731749725,-0.11895778187614897,-0.168623168739967,-1.755030856467353,-1.060574819543545,-1.0837448858175627,0.5154787067533309,-0.6224848620486885,-0.8509651822127391,-0.8797752119353768,-1.2932856450185162,-1.2847841625796752,-1.3272846885391563,1.317762834140869,53.98991666518664,-0.2961370054372572,4.260910779573324,2.7016775268679285,1.247819837685936,4.847081382943729,2.754315623831032,1.1062778612512054,35.25,26.5,12.75,11.0,397.819359729279,221.75,260.5,42.0454544912685,34.090909036723,1.0,1.0,-0.0007142852520453076,0.24285716402287455,1.7029898797271894e-08,562.0,580.75,442.5,697.0,265.98135259906746,151.95717135693118,1.114850533497077,199.2986327156143,187.32433997870467,156.47880223049197,20.399095800987908,16.330572966988235,24.0315162451216,22.895685734180535,6.930735005704536,195.727948694563,65.36486142334364,207.22922649285275,118.70220340501857,48.87555148468985,6.5046129231588745,3.5172011025153638,17.58442330558859,13.961950059453029,156.24346014166267,94.72057101701009,170.14934300943457,160.16706302021402,130.79310344827587,21.152037598386787,18.077505115959635,2.2758620689655173,0.8501783590963138,29.705878827709913,4.313368512389473,2.8128419028370133,226.17865636147454,156.5796670630202,125.74673008323425,48.16557669441143,980.0,680.0,4.0,875.900964721469,684.5,576.0,61.5,49.5,78.6363635821776,111.818181763996,53.0,940.0,761.0,733.500000596046,409.000000596046,199.164905248488,20.9571432310708,11.685714501750699,72.5,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,444.5,0.999999403953552,5.96046447753906e-07,-71.16367592215892,-9.32857157040616,-0.7142857094200291,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,0.7068965517241379,140,3.5,2.0,3.0,3.0,3.0
10,Spell,Normal,100,507.2743902439024,405.9634146341463,0.34146341463414637,396.51240603555146,259.9878048780488,274.3475609756098,37.91463414634146,28.670731707317074,36.49667400875008,48.747228332475146,1.7682926829268293,512.7256097560976,680.310975609756,19.329268510748722,10.28048768857631,0.0376207061899954,0.013937299497214272,-0.126132389299308,528.0,445.75,0.0,389.050752606689,234.0,260.25,42.5,29.75,35.45454540035945,52.7272726730867,1.0,499.75,687.0,11.5,9.999999999999975,-0.0442857142127287,0.22857144949387606,-0.1357142709955875,-0.9064451933563868,-0.3885477253732583,3.176055499353902,0.6311074006645981,0.15303572418097913,0.6762774973445472,0.084628642771296,-0.022388144838490137,-0.9915400345604256,8.454375904375375,0.6811721777306285,3.335409343246511,-2.8428664115010367,0.16096072742885584,0.07729379026292331,0.08809842473864067,-0.23319662296881907,-2.12986596699781,-1.2729640503288255,-0.9241245425968767,-1.5750339059674505,-0.29886985893944606,-0.12463481761952,-0.8983295565864409,0.23926920988281664,-0.26258968085931444,-0.909763841283548,0.7500602546349961,74.47853183716322,-0.9354120051673789,7.208820366725481,9.64772921836966,0.23912736169558668,11.219313573418424,8.328637459606371,-0.39630815863884816,42.5,29.75,11.5,9.999999999999975,389.050752606689,234.0,260.25,35.45454540035945,52.7272726730867,1.0,0.0,-0.0442857142127287,0.22857144949387606,-0.1357142709955875,528.0,499.75,445.75,687.0,278.04641623829093,125.1209237440593,0.47711872361369784,185.27258938301378,176.85295865561704,132.620192144138,16.924816478398263,14.509515718023634,24.706365332678228,20.6914896878442,6.204933880106138,186.28262664662088,49.38433551338077,27.106467979567604,7.036543540718811,0.46620365256490703,0.9530843480512472,0.334147197162154,13.313503866745979,11.597263533610949,14.99791791593658,5.788815968806813,150.7845141036262,142.0948839976204,113.93396787626412,20.723865659219754,15.64896435498043,1.9027364663890556,0.4497323022010706,0.22419381151726409,0.5475057457053729,0.2781677620244978,243.98051754907783,156.91954193932187,107.99048185603806,29.79149315883404,976.5,636.5,1.0,889.6836516425369,740.0,527.0,65.0,60.0,82.7272726730868,84.5454544912685,56.0,894.0,761.0,130.99999940395398,33.4999994039536,2.08530612024552,1.15714289387878,0.7142857434798271,48.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0,-19.0909091450951,0.0,0.0,152.5,467.0,5.96046447753906e-07,5.96046447753906e-07,-0.562040824035166,-3.742857189567721,-0.957142856413004,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0.9024390243902439,30,6.0,4.5,3.5,3.5,3.5
