sessionNr,App,Cond,user_id,x_location.down_mean,y_location.down_mean,touch.duration_mean,swipe_length_mean,swipe_length.x_mean,swipe_length.y_mean,button_touch_x_location_mean,button_touch_y_location_mean,target_touch_x_location_mean,target_touch_y_location_mean,time_between_touches_mean,x_location.release_mean,y_location.release_mean,difference.touch_buttonCenter_x_mean,difference.touch_buttonCenter_y_mean,touchAccuracy_mean,touchAccuracy_x_mean,touchAccuracy_y_mean,x_location.down_median,y_location.down_median,touch.duration_median,swipe_length_median,swipe_length.x_median,swipe_length.y_median,button_touch_x_location_median,button_touch_y_location_median,target_touch_x_location_median,target_touch_y_location_median,time_between_touches_median,x_location.release_median,y_location.release_median,difference.touch_buttonCenter_x_median,difference.touch_buttonCenter_y_median,touchAccuracy_median,touchAccuracy_x_median,touchAccuracy_y_median,button_touch_x_location_skew,button_touch_y_location_skew,difference.touch_buttonCenter_x_skew,difference.touch_buttonCenter_y_skew,swipe_length_skew,swipe_length.x_skew,swipe_length.y_skew,target_touch_x_location_skew,target_touch_y_location_skew,time_between_touches_skew,touch.duration_skew,touchAccuracy_skew,touchAccuracy_x_skew,touchAccuracy_y_skew,x_location.down_skew,x_location.release_skew,y_location.down_skew,y_location.release_skew,x_location.down_kurt,y_location.down_kurt,touch.duration_kurt,swipe_length_kurt,swipe_length.x_kurt,swipe_length.y_kurt,button_touch_x_location_kurt,button_touch_y_location_kurt,target_touch_x_location_kurt,target_touch_y_location_kurt,time_between_touches_kurt,x_location.release_kurt,y_location.release_kurt,difference.touch_buttonCenter_x_kurt,difference.touch_buttonCenter_y_kurt,touchAccuracy_kurt,touchAccuracy_x_kurt,touchAccuracy_y_kurt,button_touch_x_location_quantile,button_touch_y_location_quantile,difference.touch_buttonCenter_x_quantile,difference.touch_buttonCenter_y_quantile,swipe_length_quantile,swipe_length.x_quantile,swipe_length.y_quantile,target_touch_x_location_quantile,target_touch_y_location_quantile,time_between_touches_quantile,touch.duration_quantile,touchAccuracy_quantile,touchAccuracy_x_quantile,touchAccuracy_y_quantile,x_location.down_quantile,x_location.release_quantile,y_location.down_quantile,y_location.release_quantile,x_location.down_std,y_location.down_std,touch.duration_std,swipe_length_std,swipe_length.x_std,swipe_length.y_std,button_touch_x_location_std,button_touch_y_location_std,target_touch_x_location_std,target_touch_y_location_std,time_between_touches_std,x_location.release_std,y_location.release_std,difference.touch_buttonCenter_x_std,difference.touch_buttonCenter_y_std,touchAccuracy_std,touchAccuracy_x_std,touchAccuracy_y_std,button_touch_x_location_mad,button_touch_y_location_mad,difference.touch_buttonCenter_x_mad,difference.touch_buttonCenter_y_mad,swipe_length_mad,swipe_length.x_mad,swipe_length.y_mad,target_touch_x_location_mad,target_touch_y_location_mad,time_between_touches_mad,touch.duration_mad,touchAccuracy_mad,touchAccuracy_x_mad,touchAccuracy_y_mad,x_location.down_mad,x_location.release_mad,y_location.down_mad,y_location.release_mad,x_location.down_max,y_location.down_max,touch.duration_max,swipe_length_max,swipe_length.x_max,swipe_length.y_max,button_touch_x_location_max,button_touch_y_location_max,target_touch_x_location_max,target_touch_y_location_max,time_between_touches_max,x_location.release_max,y_location.release_max,difference.touch_buttonCenter_x_max,difference.touch_buttonCenter_y_max,touchAccuracy_max,touchAccuracy_x_max,touchAccuracy_y_max,x_location.down_min,y_location.down_min,touch.duration_min,swipe_length_min,swipe_length.x_min,swipe_length.y_min,button_touch_x_location_min,button_touch_y_location_min,target_touch_x_location_min,target_touch_y_location_min,time_between_touches_min,x_location.release_min,y_location.release_min,difference.touch_buttonCenter_x_min,difference.touch_buttonCenter_y_min,touchAccuracy_min,touchAccuracy_x_min,touchAccuracy_y_min,x_location.down_count,y_location.down_count,touch.duration_count,swipe_length_count,swipe_length.x_count,swipe_length.y_count,button_touch_x_location_count,button_touch_y_location_count,target_touch_x_location_count,target_touch_y_location_count,time_between_touches_count,x_location.release_count,y_location.release_count,difference.touch_buttonCenter_x_count,difference.touch_buttonCenter_y_count,touchAccuracy_count,touchAccuracy_x_count,touchAccuracy_y_count,hit_rate,SEA,PQ,ATT,HQI,HQS,HQ
1,Quiz,TinyIcons,100,975.3846153846154,635.8076923076923,0.0,0.0,0.0,0.0,37.69230769230769,4.288461538461538,37.69230769230769,4.288461538461538,4.115384615384615,975.3846153846154,635.8076923076923,16.576923076923077,5.5,-0.35330837649059266,0.4964009470065259,-0.5680473372781063,976.75,613.25,0.0,0.0,0.0,0.0,37.25,3.75,37.25,3.75,2.5,976.75,613.25,16.25,4.0,-0.1716474582328245,0.4632142857142856,-0.4230769230769236,0.053118046471671475,0.45988113690366966,0.7800850205938549,1.8775576208645661,0.0,0.0,0.0,0.053118046471671475,0.45988113690366966,0.8140413827318618,0.0,-0.952011834968116,0.7163108049356293,-1.02125624551,-1.7539296797249617,-1.7539296797249617,0.6109307773605818,0.6109307773605818,4.149718689896957,-1.1689370357266156,0.0,0.0,0.0,0.0,-0.9826320068366665,-1.1390970418966608,-0.9826320068366665,-1.1390970418966608,-0.7612085283586576,4.149718689896957,-1.1689370357266156,0.18302830864141795,3.8144948183461023,0.003930296204057271,-0.168321487450116,1.241841997172426,37.25,3.75,16.25,4.0,0.0,0.0,0.0,37.25,3.75,2.5,0.0,-0.1716474582328245,0.4632142857142856,-0.4230769230769236,976.75,976.75,613.25,613.25,8.60849312284989,54.29881710002103,0.0,0.0,0.0,0.0,28.53211416039019,4.045177565751785,28.53211416039019,4.045177565751785,4.043037700313199,8.60849312284989,54.29881710002103,7.906569809585324,5.087238936790762,0.538589746712026,0.16681057890010134,1.0107298723344986,22.807692307692314,3.4482248520710046,6.428994082840237,3.576923076923077,0.0,0.0,0.0,22.807692307692314,3.4482248520710046,3.4497041420118344,0.0,0.43656793549432077,0.13368554183954998,0.7678652708238505,5.727810650887582,5.727810650887582,47.14792899408284,47.14792899408284,989.5,731.0,0.0,0.0,0.0,0.0,88.5,12.0,88.5,12.0,12.0,989.5,731.0,36.5,22.0,0.302197802197802,0.8863636363636359,0.8461538461538459,948.0,572.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,572.5,6.0,0.5,-1.62461538461538,0.25,-3.38461538461538,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0.4230769230769231,60,4.5,3.5,4.0,4.5,4.25
2,Quiz,Normal,100,907.4285714285714,471.92857142857144,0.14285714285714285,0.0,0.0,0.0,137.57142857142858,45.92857142857143,137.57142857142858,45.92857142857143,23.857142857142858,907.4285714285714,471.92857142857144,26.5,13.071428571428571,-0.00204178637503399,0.2375659539827386,-0.022796352583586553,908.5,444.5,0.0,0.0,0.0,0.0,147.0,40.5,147.0,40.5,5.0,908.5,444.5,31.0,12.5,-0.0311812179016875,0.28017241379310304,-0.138297872340426,-0.8655324853198529,0.5219981522197198,-0.9672607348624055,0.4690887564381922,0.0,0.0,0.0,-0.8655324853198529,0.5219981522197198,2.6350139540684663,2.64575131106459,0.802785663630817,-1.0060529939770102,0.5219981522197225,-0.9714395516801085,-0.9714395516801085,0.41414804718199805,0.41414804718199805,1.250420514513781,-0.28692461562730465,7.0,0.0,0.0,0.0,-0.6957040702869186,-1.4866780599725602,-0.6957040702869186,-1.4866780599725602,6.956940986570684,1.250420514513781,-0.28692461562730465,-0.9548496416178729,-0.1790368383388632,-0.24177897165240836,-0.8432018592431163,-1.4866780599725575,147.0,40.5,31.0,12.5,0.0,0.0,0.0,147.0,40.5,5.0,0.0,-0.0311812179016875,0.28017241379310304,-0.138297872340426,908.5,908.5,444.5,444.5,11.56297457198542,139.6819090443917,0.37796447300922725,0.0,0.0,0.0,15.64829216301407,15.067704346904153,15.64829216301407,15.067704346904153,52.587795071444006,11.56297457198542,139.6819090443917,11.280514172678478,5.388479775012085,0.08378874114073614,0.09830141684262671,0.32058945418945006,13.346938775510202,12.918367346938776,9.142857142857142,4.081632653061225,0.0,0.0,0.0,13.346938775510202,12.918367346938776,34.04081632653062,0.24489795918367346,0.06671756066684643,0.07969286040392945,0.27485887972210166,8.51020408163265,8.51020408163265,109.48979591836735,109.48979591836735,921.0,701.5,1.0,0.0,0.0,0.0,151.0,69.0,151.0,69.0,143.0,921.0,701.5,38.0,22.0,0.14083976652231198,0.33628318584070804,0.468085106382979,886.0,296.5,0.0,0.0,0.0,0.0,111.0,30.0,111.0,30.0,1.0,886.0,296.5,10.0,6.5,-0.089468085106383,0.0862068965517241,-0.361702127659574,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.5714285714285714,80,4.25,3.5,4.0,4.5,4.25
3,Quiz,Freezing,100,912.9,487.3666666666667,0.0,0.0,0.0,0.0,109.9,38.96666666666667,109.9,38.96666666666667,3.6666666666666665,912.9,487.3666666666667,31.4,33.233333333333334,-0.14782540583578183,0.2915653469561514,-0.536879432624114,921.5,452.0,0.0,0.0,0.0,0.0,129.5,47.5,129.5,47.5,1.0,921.5,452.0,30.0,13.5,0.00453961848862803,0.295,0.0106382978723404,-1.3106416456056234,-0.9592855932459621,0.04581944460782614,1.6241110398769718,0.0,0.0,0.0,-1.3106416456056234,-0.9592855932459621,1.1531341025088477,0.0,-1.6622040874004924,-0.31695703798443153,-1.5612836320520076,-2.708541397188118,-2.708541397188118,0.07105642285694175,0.07105642285694175,9.183164175943205,-1.6534382447647098,0.0,0.0,0.0,0.0,0.3505500627534035,-0.3222908046119479,0.3505500627534035,-0.3222908046119479,0.40807575681608554,9.183164175943205,-1.6534382447647098,-0.28230281508496846,0.8721057147714548,1.5878495110449755,0.555419728558979,0.7491678890862694,129.5,47.5,30.0,13.5,0.0,0.0,0.0,129.5,47.5,1.0,0.0,0.00453961848862803,0.295,0.0106382978723404,921.5,921.5,452.0,452.0,31.39392570910131,159.93820979484846,0.0,0.0,0.0,0.0,59.50936300880968,22.443155707146847,59.50936300880968,22.443155707146847,4.864839839775474,31.39392570910131,159.93820979484846,15.185989783820009,52.11418324446901,0.37869145017473926,0.15573438689632885,1.2067846065627958,44.28000000000001,17.84444444444444,11.680000000000001,39.906666666666666,0.0,0.0,0.0,44.28000000000001,17.84444444444444,4.133333333333334,0.0,0.2817478029383702,0.11728235713519322,0.9171631205673768,18.453333333333337,18.453333333333337,140.3911111111111,140.3911111111111,950.0,702.5,0.0,0.0,0.0,0.0,169.0,64.0,169.0,64.0,15.0,950.0,702.5,60.5,139.5,0.21349247535028495,0.5902439024390239,0.361702127659574,810.0,296.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,296.5,6.5,0.5,-1.06896551724138,-0.037037037037037,-2.96808510638298,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0.6,140,3.0,3.0,4.5,3.5,4.0
4,Quiz,Normal,100,924.4166666666666,419.7916666666667,0.16666666666666666,0.5803495115493383,0.5416666666666666,0.20833333333333334,145.58333333333334,40.291666666666664,145.04166666666666,40.5,10.083333333333334,923.875,420.0,43.0,10.541666666666666,-0.06853841342245319,0.3826407626753185,-0.14273049645390087,933.25,375.5,0.0,0.0,0.0,0.0,150.5,36.75,150.5,38.0,5.0,933.25,375.5,44.25,10.25,-0.1086621647684089,0.4125,-0.21808510638297898,-0.9218277780551029,0.5184612714413961,-0.6911717075880056,0.19437111258943088,3.46410161513775,3.4641016151377553,3.464101615137756,-0.9762078325722834,0.45431186203502155,3.3511735746456517,2.055237212586424,0.8406019732392804,-1.1940490830245505,0.5184612714413951,-1.3431316728852987,-1.4017636086308216,0.8963548668713694,0.8981359846963727,0.9979859310793957,-0.6332826332367936,2.6400000000000023,11.999999999999995,11.999999999999991,12.000000000000002,0.004967128449157698,-1.1773603414092024,0.14043374911767348,-1.181914751585642,11.441564862874229,1.102425256817635,-0.6292915666112728,0.015176703239747624,-0.44729087847584914,-0.7957156564256453,0.8161080341175682,-1.177360341409205,150.5,36.75,44.25,10.25,0.0,0.0,0.0,150.5,38.0,5.0,0.0,-0.1086621647684089,0.4125,-0.21808510638297898,933.25,933.25,375.5,375.5,33.74896182466098,147.24106059195046,0.3892494720807615,2.0103896803024695,1.8763883748662837,0.721687836487032,20.008899535108384,9.930344526965941,19.502282306220348,9.881111457541788,19.360025982952763,33.21768764871018,147.05935721828294,17.622299922128626,5.1454230912412635,0.08524062918388864,0.2504492885847036,0.21128392610565833,15.486111111111109,8.340277777777777,13.083333333333334,3.965277777777778,1.06397410450712,0.9930555555555552,0.3819444444444445,15.034722222222223,8.166666666666666,10.152777777777773,0.2777777777777777,0.07178228890866441,0.1760857768787951,0.17745271867612297,24.694444444444457,24.333333333333332,118.79166666666667,118.58333333333333,957.5,676.5,1.0,6.96419413859206,6.5,2.5,168.5,55.0,168.5,55.0,71.0,956.0,676.5,65.5,19.5,0.0842553191489362,0.655,0.170212765957447,854.0,291.5,0.0,0.0,0.0,0.0,109.0,27.5,109.0,27.5,0.0,854.0,291.5,9.5,2.0,-0.142978723404255,-0.117408906882591,-0.414893617021277,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0.75,120,4.0,4.0,4.5,5.0,4.75
5,Quiz,Freezing,100,906.1111111111111,502.05555555555554,0.0,1.8633899812498222,1.8333333333333333,0.3333333333333333,120.94444444444444,36.77777777777778,120.94444444444444,36.77777777777778,10.11111111111111,904.2777777777778,502.3888888888889,29.72222222222222,25.5,-0.0859415381289324,0.2612108305677812,-0.40307328605201004,906.0,437.5,0.0,0.0,0.0,0.0,136.5,39.0,136.5,39.0,1.0,906.0,440.5,32.5,14.5,-0.00464901993633774,0.255905511811024,-0.170212765957447,-2.3743664841292236,-0.4874708912413744,-0.13695672491112298,2.705365414911392,3.0,3.0000000000000004,3.0,-2.3743664841292236,-0.4874708912413744,2.755597629646956,0.0,-2.472254342175311,0.2751051348666245,-2.3392350432414672,0.17489227659064735,-0.24119016133867216,0.21515858404582502,0.20885078856750727,-1.03347737586923,-1.215098876746687,0.0,9.000000000000002,9.0,9.000000000000002,6.308643057940365,-0.13623019748427811,6.308643057940365,-0.13623019748427811,7.860007104661175,-0.4565525918000555,-1.2005813644115024,-0.33541706667004245,7.707710860412844,6.9213628863849355,0.8398452044768492,6.182168509698149,136.5,39.0,32.5,14.5,0.0,0.0,0.0,136.5,39.0,1.0,0.0,-0.00464901993633774,0.255905511811024,-0.170212765957447,906.0,906.0,437.5,440.5,25.307827072095904,119.07992180790923,0.0,5.5901699437494665,5.5,1.0,48.137462311361794,20.113911714145623,48.137462311361794,20.113911714145623,19.908819932660776,28.449638740139445,118.88065911287299,17.309879966205557,38.51298482330343,0.27565963623273976,0.1572141470600918,0.9054504687061123,29.851851851851855,15.80246913580247,13.419753086419753,22.77777777777778,3.3126932999996836,3.2592592592592586,0.5925925925925924,29.851851851851855,15.80246913580247,11.950617283950619,0.0,0.15620157244637511,0.11224297439489295,0.5563435776201738,20.5679012345679,22.58024691358024,102.17283950617283,101.87654320987654,947.5,668.0,0.0,16.7705098312484,16.5,3.0,159.5,61.5,159.5,61.5,62.0,947.5,668.0,55.5,125.5,0.171223404255319,0.555,0.308510638297872,872.5,325.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,325.5,0.5,0.5,-0.787673382288332,0.0043859649122807,-2.67021276595745,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.4444444444444444,145,3.5,4.0,5.5,5.0,5.25
6,Quiz,TinyIcons,100,969.4230769230769,651.5,0.07692307692307693,1.2490758720048267,0.21153846153846154,1.2307692307692308,42.48076923076923,4.038461538461538,42.57692307692308,4.673076923076923,6.6923076923076925,969.6346153846154,652.7307692307693,19.76923076923077,4.5,-0.17400180515894753,0.4703796241493362,-0.28402366863905304,969.5,656.25,0.0,0.0,0.0,0.0,39.75,4.75,39.75,4.75,6.0,969.5,656.25,15.0,2.75,-0.09675406283856991,0.4422794117647061,-0.23076923076923106,0.85065277924454,0.7064685474761033,1.0036575838487254,0.8393680530573686,3.3782174832605407,3.4259695444574416,3.379556884269724,0.8507018342001602,1.8063806458170255,4.440879965090594,3.3732419975557715,-0.03770561452829337,0.7724969201382043,0.4098817903161949,-0.22663723184804915,-0.17556149090432366,0.07389046186040318,0.0346022969130635,-0.1572682814881734,-1.1832816301466886,10.15625,10.206942101439617,10.692378478491301,10.22058480992195,0.39356023174125676,0.5111661546343771,0.4061263414260834,4.664651981625925,21.50147881175236,-0.014959496793746752,-1.2980263306103503,0.5689163578086549,-0.6498736593730219,0.8350424517556054,0.45096787367323143,0.8379177979300194,39.75,4.75,15.0,2.75,0.0,0.0,0.0,39.75,4.75,6.0,0.0,-0.09675406283856991,0.4422794117647061,-0.23076923076923106,969.5,969.5,656.25,656.25,12.008074206709663,48.41425409938693,0.271746488194703,4.414453742493435,0.7506407519323332,4.350243140861828,37.979331423612706,3.4868985558030703,37.912713516099664,4.888644613166942,11.550824146420828,12.14624031732262,49.33765920049933,12.60891015847981,4.17612260356422,0.44230370018169,0.18246615946091266,0.9095858296110487,28.670118343195274,2.7278106508875744,10.254437869822484,3.5384615384615383,2.3059862252396788,0.39053254437869833,2.2721893491124265,28.5887573964497,3.326923076923077,5.005917159763314,0.14201183431952671,0.30939540558352796,0.13873582052331043,0.6235776058261258,8.961538461538462,8.942307692307692,42.34615384615385,43.57692307692308,991.0,738.5,1.0,16.688319268278597,3.0,16.5,134.0,12.5,134.0,21.5,61.0,993.5,738.5,54.0,13.0,0.8941176470588241,0.8888888888888891,2.0,945.0,583.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,583.5,4.0,0.0,-1.07621736062103,0.153846153846154,-1.92307692307692,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0.6538461538461539,75,4.0,3.5,3.5,5.0,4.25
7,Spell,TinyIcons,100,509.6044776119403,396.2014925373134,0.835820895522388,217.36121604917562,122.90298507462687,163.16417910447763,4.350746268656716,2.9925373134328357,6.509497964721844,5.356173677069194,0.7611940298507462,508.1194029850746,559.2313432835821,7.41044776119403,4.529850746268656,-0.39509121061359853,0.7034825870646768,-0.3213930348258706,560.0,386.5,1.0,180.89223311132,77.0,134.5,0.0,0.0,0.0,0.0,1.0,559.0,585.5,6.0,3.5,-0.111111111111111,0.733333333333333,-0.2,0.6571340558260478,1.1066360617338218,1.371231568093811,3.6284567845704103,0.6757738033892,0.8989005482568805,1.0309954827062537,0.8616218230294834,1.1319589469582163,2.466544097667837,-0.022713284278494228,-3.4708692966906267,0.1730683212129132,-1.8762098329286216,-0.2801764660772003,-0.3799573557224168,-0.12124791754273495,-0.25820203819097826,-1.1186875454320813,-0.5675161859962796,-0.02758984404803755,-0.36334294044817916,-0.20819708645299118,0.5072767128102562,-1.3227876776805967,0.11491894471045594,-0.7320011219868654,0.16776575680489625,7.619842925647832,-0.599647314428124,-1.3899977848507852,3.3967603930525003,19.95705033896968,20.69573797744659,0.8224620580817832,9.832529490489328,0.0,0.0,6.0,3.5,180.89223311132,77.0,134.5,0.0,0.0,1.0,1.0,-0.111111111111111,0.733333333333333,-0.2,560.0,559.0,386.5,585.5,270.9949755951742,124.98721327634705,0.5666759783202799,184.68152635873912,126.89942446815219,153.64119426836623,5.391502099525735,3.9995194193437573,8.610743996798519,7.141246934327546,1.0457642158322937,235.9940787898726,155.42674217949718,5.253372202066202,5.016548823503856,1.1645585916572354,0.9895945897857734,0.8443055738923166,4.896413455112497,3.408999777233236,3.98106482512809,3.2174203608821568,150.7672419143323,106.2780129204723,120.16618400534641,7.582575588813056,5.961238583203382,0.704388505235019,0.42414791713076383,0.6621816291675947,0.7434172421474716,0.5615801589069579,224.97972822454875,190.90576965916685,96.38093116507014,138.91445756293163,892.0,601.0,2.0,678.177705325087,481.5,599.0,14.0,14.0,25.2272727272728,25.681818181818105,5.0,926.0,760.0,29.0,35.0,2.45333333333333,3.86666666666667,1.6,62.5,142.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.95454545454544,0.0,0.0,62.5,270.0,0.0,0.0,-7.466666666666669,-1.4,-4.66666666666667,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0.4626865671641791,155,5.25,3.0,3.0,3.5,3.25
8,Spell,TinyIcons,100,559.3194444444445,380.6736111111111,0.7083333333333334,250.40319312725055,143.70138888888889,191.07638888888889,4.604166666666667,4.111111111111111,8.023989898989898,5.757575757575754,0.8888888888888888,571.7986111111111,571.6944444444445,6.847222222222222,3.8819444444444446,-0.222592592592593,0.762962962962963,-0.09166666666666703,600.5,382.25,1.0,215.79408561131652,127.25,167.5,0.5,0.25,0.0,0.79545454545456,1.0,582.25,587.75,6.5,3.25,0.0,0.866666666666667,-0.0666666666666667,0.5575161537828341,0.5791297709539256,0.5546974571713712,0.7615695566285235,0.42354129607971386,0.8842887530177058,0.5921368043834566,0.6635252559663379,0.9255225036673124,2.1506736071447308,0.17828460697536144,-1.1663479155454592,-0.1510260469763213,-0.11126238411365076,-0.03624885891933356,0.04688137161680677,-0.15230224279243454,-0.4162480884212451,-1.326810126519611,-1.046021081379839,-0.5388897105772954,-0.929159252709344,0.18753437468219136,-0.7522702247307,-1.3102669563654383,-1.1341518562396669,-1.1813338400162887,-0.23010459334813982,4.866954606931581,-0.5790336207384534,-1.3399127845600485,-0.4515820770461607,-0.3826318348790334,2.8037335152023317,-0.25593482214837815,-0.24717306038484121,0.5,0.25,6.5,3.25,215.79408561131652,127.25,167.5,0.0,0.79545454545456,1.0,1.0,0.0,0.866666666666667,-0.0666666666666667,600.5,582.25,382.25,587.75,229.1824002281478,125.8797257311776,0.5919054930274396,207.58335650537714,137.39791754070615,172.71998954022723,5.270124073157944,4.671777885045344,9.548703709623451,7.005119766637993,1.2732962165521708,205.6774388971315,157.9692329545548,4.566132897766184,3.1269985784368637,0.8205565329835259,0.7909415865208526,0.6610502858619642,4.760416666666665,4.217592592592594,3.7457561728395072,2.5771604938271597,178.15144060099053,109.62654320987653,145.40856481481478,8.515361952861959,6.020622895622896,0.8395061728395059,0.511574074074074,0.5706172839506173,0.640946502057613,0.5171296296296299,201.11226851851853,168.6292438271605,106.04378858024691,139.1334876543209,908.5,561.5,2.0,714.712704518396,561.5,564.0,14.5,14.0,27.045454545454607,25.681818181818105,6.0,988.0,757.5,18.5,11.5,1.53333333333333,2.46666666666667,1.53333333333333,150.5,132.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.22727272727274805,0.0,0.0,89.5,265.5,0.0,0.0,-3.2,-1.33333333333333,-1.53333333333333,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0.5,155,3.75,3.5,3.0,3.0,3.0
9,Spell,Freezing,100,481.6666666666667,389.30555555555554,0.75,410.38668255666494,253.31944444444446,287.02777777777777,36.19444444444444,28.166666666666668,40.50505045688515,36.71717166900636,2.8333333333333335,501.5138888888889,676.3333333333334,23.05555588669242,16.999999867545238,0.5180102319158638,0.5761905030328406,0.022222239630563016,458.25,394.5,1.0,455.56722567345355,261.5,276.5,38.5,30.75,44.318181763995796,40.6818181276322,1.0,506.25,673.0,9.750000596046425,8.0,-0.008469389381630875,0.19285716317137952,-0.0928571274085918,-1.1868504030109122,-0.7700861181357304,3.02553889891436,3.638320037956576,-0.5647171857319432,0.013580345445501341,0.14208798699391462,-1.0387266298172835,-1.130677551489546,5.775415189886538,0.3769288172450373,3.2356509524542005,2.883719015442373,1.72194951728778,0.4020866849460015,0.14757992389945687,0.13035278895323674,-3.9040897338156886,-0.6170113449110488,-1.404473712875542,-0.8016982689712107,-0.5432827854334619,-1.1033904993640493,-1.0512845851224704,1.0093453921249607,0.17850313807149742,0.2985210027163929,1.1648273389330264,34.11968416996473,-0.4766253474427895,20.321964801090587,8.943647007189856,13.824120226144123,21.428328355247444,8.280406167819885,13.294210388093836,38.5,30.75,9.750000596046425,8.0,455.56722567345355,261.5,276.5,44.318181763995796,40.6818181276322,1.0,1.0,-0.008469389381630875,0.19285716317137952,-0.0928571274085918,458.25,506.25,394.5,673.0,243.21422068385954,152.99623140913252,0.691788572160186,161.32163950894255,158.3953531415155,153.04163506540326,15.735436703630706,13.4222629558932,18.844350252159096,15.894097228626277,8.706319543871565,164.5090742660508,79.77674204571512,43.20859345899369,31.907455553075994,5.031706796418089,1.276287458400962,1.0359736344055632,11.462962962962962,10.26851851851852,25.043209935411934,16.888888933040477,135.75327970211933,135.99614197530863,130.36419753086417,14.278900104540371,11.588103247411318,3.231481481481479,0.5833333333333334,1.745206991210477,0.7402116528173698,0.49312170151950546,197.40740740740748,130.90200617283952,132.23302469135803,41.30555555555557,980.0,649.5,2.0,630.794934982836,564.0,576.0,57.0,49.5,67.27272721854129,63.6363635821776,53.0,857.5,760.5,198.000000596046,161.00000059604602,26.0228582038685,5.65714297051333,4.60000009536743,72.5,165.0,0.0,14.035668847618199,1.0,14.0,0.0,0.0,0.0,0.0,0.0,162.5,267.5,0.999999403953552,5.96046447753906e-07,-13.9269392330723,-0.385714275253062,-3.2714286101107697,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0.8888888888888888,140,3.5,2.0,3.0,3.0,3.0
10,Spell,Normal,100,511.512987012987,409.88961038961037,0.33766233766233766,373.5286578549013,234.4935064935065,269.4025974025974,37.63636363636363,28.57792207792208,35.938606799141446,48.89610384754759,1.7662337662337662,506.512987012987,679.2922077922078,19.61038983487466,10.461038844926025,0.047028888972253276,0.0014842471108334955,-0.12523189604898466,544.0,447.0,0.0,371.617074419354,229.5,258.5,42.5,29.5,35.4545454003594,53.181818127632106,1.0,493.0,687.0,10.9999994039536,10.0000005960464,-0.0428571416407212,0.22857144949387606,-0.142857128260087,-0.9617257160443996,-0.3726525549384323,3.1071040881972682,0.6226146530470621,-0.13302133143876999,0.4036324191545084,0.07958971542269357,0.06698911957123901,-1.0105903444721094,8.260936555133952,0.7002597138449811,3.231868326837784,-2.8053672346172527,0.16475498954599543,0.06389881537021919,0.02409105088475321,-0.23811762871276923,-2.097663056648895,-1.190686679057289,-0.9225318743705566,-1.5506094329623752,-0.6535593396334223,-0.68158304092147,-0.8706115165988844,0.2940276964343287,-0.3431264678584851,-1.010859883020419,0.6818194146085257,70.74672782507972,-0.9061710563651859,6.860923143843548,9.04149523373803,0.25445118295969094,10.39500613236276,7.912706304438606,-0.42887102487375905,42.5,29.5,10.9999994039536,10.0000005960464,371.617074419354,229.5,258.5,35.4545454003594,53.181818127632106,1.0,0.0,-0.0428571416407212,0.22857144949387606,-0.142857128260087,544.0,493.0,447.0,687.0,270.93318235831225,124.18790472549799,0.47601386563146547,165.1351844783833,149.22313064815876,130.8362787428242,16.89258564461834,14.826644076553384,23.62098524231395,21.160135891848785,6.390568922651614,177.11087766428406,50.40450524515524,27.83038641653923,7.067236210341349,0.4788534552368531,0.9748491040866574,0.3396932403013816,13.31050767414404,11.878057007927138,15.522685085386122,5.803676629110715,136.39481435678115,120.60347444763026,111.87029853263618,19.87718302407489,15.977399217572273,1.9369202226345095,0.44729296677348607,0.23500332211544483,0.5597764112388361,0.2833337397358742,235.66183167481864,148.37712936414232,106.93860684769774,30.576151121605662,976.5,636.5,1.0,736.7884703223849,560.5,527.0,65.0,60.0,79.9999999458139,84.5454544912685,56.0,874.0,761.0,130.99999940395398,33.4999994039536,2.08530612024552,1.15714289387878,0.7142857434798271,48.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0,-5.90909096327692,0.0,0.0,152.5,467.0,5.96046447753906e-07,5.96046447753906e-07,-0.562040824035166,-3.742857189567721,-0.957142856413004,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0.8961038961038961,30,6.0,4.5,3.5,3.5,3.5
