ATT,App,Cond,HQ,HQI,HQS,PQ,button_touch_x_location_count,button_touch_x_location_kurt,button_touch_x_location_mad,button_touch_x_location_max,button_touch_x_location_mean,button_touch_x_location_median,button_touch_x_location_min,button_touch_x_location_quantile,button_touch_x_location_skew,button_touch_x_location_std,button_touch_y_location_count,button_touch_y_location_kurt,button_touch_y_location_mad,button_touch_y_location_max,button_touch_y_location_mean,button_touch_y_location_median,button_touch_y_location_min,button_touch_y_location_quantile,button_touch_y_location_skew,button_touch_y_location_std,difference.touch_buttonCenter_x_count,difference.touch_buttonCenter_x_kurt,difference.touch_buttonCenter_x_mad,difference.touch_buttonCenter_x_max,difference.touch_buttonCenter_x_mean,difference.touch_buttonCenter_x_median,difference.touch_buttonCenter_x_min,difference.touch_buttonCenter_x_quantile,difference.touch_buttonCenter_x_skew,difference.touch_buttonCenter_x_std,difference.touch_buttonCenter_y_count,difference.touch_buttonCenter_y_kurt,difference.touch_buttonCenter_y_mad,difference.touch_buttonCenter_y_max,difference.touch_buttonCenter_y_mean,difference.touch_buttonCenter_y_median,difference.touch_buttonCenter_y_min,difference.touch_buttonCenter_y_quantile,difference.touch_buttonCenter_y_skew,difference.touch_buttonCenter_y_std,hit_rate,sessionNr,swipe_length.x_count,swipe_length.x_kurt,swipe_length.x_mad,swipe_length.x_max,swipe_length.x_mean,swipe_length.x_median,swipe_length.x_min,swipe_length.x_quantile,swipe_length.x_skew,swipe_length.x_std,swipe_length.y_count,swipe_length.y_kurt,swipe_length.y_mad,swipe_length.y_max,swipe_length.y_mean,swipe_length.y_median,swipe_length.y_min,swipe_length.y_quantile,swipe_length.y_skew,swipe_length.y_std,swipe_length_count,swipe_length_kurt,swipe_length_mad,swipe_length_max,swipe_length_mean,swipe_length_median,swipe_length_min,swipe_length_quantile,swipe_length_skew,swipe_length_std,target_touch_x_location_count,target_touch_x_location_kurt,target_touch_x_location_mad,target_touch_x_location_max,target_touch_x_location_mean,target_touch_x_location_median,target_touch_x_location_min,target_touch_x_location_quantile,target_touch_x_location_skew,target_touch_x_location_std,target_touch_y_location_count,target_touch_y_location_kurt,target_touch_y_location_mad,target_touch_y_location_max,target_touch_y_location_mean,target_touch_y_location_median,target_touch_y_location_min,target_touch_y_location_quantile,target_touch_y_location_skew,target_touch_y_location_std,time_between_touches_count,time_between_touches_kurt,time_between_touches_mad,time_between_touches_max,time_between_touches_mean,time_between_touches_median,time_between_touches_min,time_between_touches_quantile,time_between_touches_skew,time_between_touches_std,touch.duration_count,touch.duration_kurt,touch.duration_mad,touch.duration_max,touch.duration_mean,touch.duration_median,touch.duration_min,touch.duration_quantile,touch.duration_skew,touch.duration_std,touchAccuracy_count,touchAccuracy_kurt,touchAccuracy_mad,touchAccuracy_max,touchAccuracy_mean,touchAccuracy_median,touchAccuracy_min,touchAccuracy_quantile,touchAccuracy_skew,touchAccuracy_std,touchAccuracy_x_count,touchAccuracy_x_kurt,touchAccuracy_x_mad,touchAccuracy_x_max,touchAccuracy_x_mean,touchAccuracy_x_median,touchAccuracy_x_min,touchAccuracy_x_quantile,touchAccuracy_x_skew,touchAccuracy_x_std,touchAccuracy_y_count,touchAccuracy_y_kurt,touchAccuracy_y_mad,touchAccuracy_y_max,touchAccuracy_y_mean,touchAccuracy_y_median,touchAccuracy_y_min,touchAccuracy_y_quantile,touchAccuracy_y_skew,touchAccuracy_y_std,user_id,x_location.down_count,x_location.down_kurt,x_location.down_mad,x_location.down_max,x_location.down_mean,x_location.down_median,x_location.down_min,x_location.down_quantile,x_location.down_skew,x_location.down_std,x_location.release_count,x_location.release_kurt,x_location.release_mad,x_location.release_max,x_location.release_mean,x_location.release_median,x_location.release_min,x_location.release_quantile,x_location.release_skew,x_location.release_std,y_location.down_count,y_location.down_kurt,y_location.down_mad,y_location.down_max,y_location.down_mean,y_location.down_median,y_location.down_min,y_location.down_quantile,y_location.down_skew,y_location.down_std,y_location.release_count,y_location.release_kurt,y_location.release_mad,y_location.release_max,y_location.release_mean,y_location.release_median,y_location.release_min,y_location.release_quantile,y_location.release_skew,y_location.release_std
5,Spell,Normal,4.5,4.5,4.5,5.75,1.009653144,-0.46473832,1.001598662,66,0.213740593,31.75,0,31.75,-0.108704727,0.970010329,1.009653144,-0.063193522,1.1645874,69.5,1.127124319,30,0,30,-0.161000479,1.400048792,1.009653144,-1.039763884,0.236993931,-0.079427612,0.253681533,0.606863288,0.500000596,0.564591834,-0.686737657,0.082676807,1.009653144,0.184010563,0.369323911,0.230337585,0.365499822,0.521430106,5.96E-07,0.567815515,0.151165758,0.287274941,0.728335447,199,1.009653144,-1.535525444,0.355490418,-0.409434073,0.880565624,0.682643656,18,0.682643656,0.441498752,-0.10355848,62,0.098936573,-0.81109231,-0.501130803,0.341724624,0.428951313,30,0.428951313,-0.407742772,-0.856949367,1.009653144,-0.076179256,-0.793221851,-0.22401893,0.618606361,0.829225631,43.8634244,0.829225631,-0.033341727,-0.877215511,1.009653144,-0.243660794,0.294031478,0.885347957,0.324607651,29.99999995,-1.363636418,29.99999995,0.00161927,0.267082444,1.009653144,-0.223691429,0.407742772,0.326314992,0.453941683,50.90909085,0,50.90909085,-1.139434522,0.324607651,1.009653144,-1.821865131,-1.091179746,-1.742646691,-1.085324908,1,0,1,-1.652991549,-1.453824994,1.009653144,-1.610745785,-0.86163412,1,-1.2519329,0,0,0,-0.81109231,-1.210471055,1.009653144,0.111963039,-0.736806039,-0.111963039,0.618606361,0.341724624,1.894644351,0.341724624,1.056592348,-0.762542255,1.009653144,-0.719916794,-0.634369372,-0.579850404,-0.504806015,-0.622532575,0.246998273,-0.622532575,0.021052051,-0.724119705,1.009653144,0.128273145,-0.51217701,0.147890811,0.490145409,0.434283358,0.161000479,0.434283358,0.530728065,-0.579850404,116,1.009653144,-0.36585901,0.095682664,0.164282136,-0.875803346,-0.67448975,-1.088247664,-0.67448975,0.682643656,-0.004857826,1.009653144,0.260376143,-1.288205556,-0.238659648,-0.197202275,-0.202157904,1.23982736,-0.202157904,0.362398496,-1.326257189,1.009653144,0.576023225,-0.501130803,0.374529604,0.564591834,0.263727811,-0.17742684,0.263727811,-0.404226033,-0.372793252,1.009653144,1.567373068,-0.959693884,0.648292374,0.793221851,0.441412038,0.304191616,0.441412038,-1.643807493,-0.694960425
3.5,Spell,TinyIcons,3.75,3.5,4,4.25,1.277146906,-0.118483265,-0.602995583,13.5,-0.670429586,0,0,0,0.715726561,-0.602995583,1.277146906,0.824666909,-0.758218123,14,-0.784381079,0,0,0,0.824666909,-0.788793758,1.277146906,-1.310808469,-0.909570436,-1.073725483,-0.885347957,-0.693500127,0,-0.699089462,-1.210471055,-0.985681551,1.277146906,-0.568394032,-1.210471055,-1.082411394,-1.32129844,-0.845318891,0,-0.869468851,-0.630413971,-1.2519329,-0.732564173,200,1.277146906,1.054570887,-0.164282136,0.750141454,-1.145654869,-1.288205556,0,-1.288205556,1.625330986,0.282174753,75,1.408730987,-0.486496781,0.484674896,-1.805097466,-1.362225867,0,-1.362225867,1.366332498,-0.00161927,1.277146906,0.294031478,1.062268754,-0.058430397,-1.576168048,-1.382994127,0,-1.382994127,0.91724526,1.128697458,1.277146906,-0.102191529,-0.606884374,-0.626468408,-0.622532575,0,-16.13636364,0,0.072931704,-0.576023225,1.277146906,0.280531493,-1.280815729,-0.243660794,-1.170991815,0,-1.136363636,0,0.372793252,-1.318493495,1.277146906,1.318493495,-1.062268754,-0.577935756,-1.203760475,1,0,1,1.332473188,-0.94947858,1.277146906,-0.975207456,-0.414791458,2,-0.736806039,1,0,1,-0.80212506,-0.486496781,1.277146906,-0.082676807,-0.213740593,-0.443197705,-0.638334722,-1.350041773,-0.167565563,-1.350041773,-0.587530392,-0.317787682,1.277146906,-1.067979596,0.059948838,0.12664067,0.939361409,1.262640666,-0.008096433,1.262640666,-0.227013253,-0.174137878,1.277146906,-0.806600578,-0.161000479,-0.585607161,-0.914479174,-0.919410045,-0.174137878,-0.919410045,-0.490145409,-0.376267086,116,1.277146906,1.097072229,-0.08917785,-0.521430106,1.417520691,1.342029091,-1.773007946,1.342029091,-1.587483855,0.230337585,1.277146906,0.784381079,0.414791458,0.319491277,1.54337829,1.193795073,-0.583108949,1.193795073,-1.435436361,0.345159904,1.277146906,0.523286069,-0.784381079,-0.283901603,-0.497462347,-0.977815922,0.287274941,-0.977815922,0.77998362,-0.61468966,1.277146906,-1.079754489,1.303200088,0.954573781,-1.673061217,-1.52240762,-1.421956913,-1.52240762,1.142362991,1.391470869
5,Spell,Freezing,4.25,4.5,4,4.75,0.541946594,0.115222539,0.762542255,69.5,0.788793758,37,0,37,-0.51217701,0.806600578,0.541946594,-0.187305401,0.630413971,56.5,0.650291609,29.5,0,29.5,-0.736806039,0.715726561,0.541946594,0.610782366,0.894973912,0.81109231,0.875803346,0.668624008,5.96E-07,0.678561063,0.626468408,0.833801651,0.541946594,-0.847635806,-0.115222539,-0.455737418,-0.128774432,0.260376143,0.499999404,0.318751209,-0.715726561,-0.246998273,0.441412038,201,0.541946594,0.156506373,-0.572204466,0.053006135,0.461133481,0.593313185,5.5,0.593313185,0.715010386,-0.312082944,49,-0.141345636,0.118483265,0.128273145,0.443197705,0.782180459,0.5,0.782180459,-0.223691429,0.128273145,0.541946594,0.203810878,-0.207118502,0.759862416,0.425403389,0.654297903,5.522680509,0.654297903,0.035290246,-0.371628908,0.541946594,0.775601192,0.576023225,0.197202275,0.386716083,36.81818176,-121,36.81818176,-1.295666408,0.793221851,0.541946594,0.67448975,0.634369372,0.736806039,-0.008096433,34.99999995,-85.90909096,34.99999995,0.223691429,0.829225631,0.541946594,0.771233611,-0.471966214,-0.248668042,-0.358942316,1,0,1,0.75063057,-0.457534624,0.541946594,-0.885347957,0.050218436,4,0.092429768,1,0,1,-0.634369372,-0.102191529,0.541946594,1.358142081,-0.576023225,-0.125008532,-0.273800777,-0.063193522,-0.290651551,-0.063193522,-1.46320661,-0.240326027,0.541946594,0.728335447,0.273800777,0.894973912,0.534460088,-0.092429768,-0.838395198,-0.092429768,0.762542255,0.527003419,0.541946594,-0.944407911,-1.085324908,-1.012352567,0.134806511,0.110333736,1.190499493,0.110333736,-0.180717722,-1.127124319,116,0.541946594,0.321195799,-0.280531493,0.346879071,-0.606884374,-0.715726561,-0.388461664,-0.715726561,0.583686094,-0.230337585,0.541946594,0.411264561,0.497462347,1.673061217,0.856949367,0.217055139,-0.912565943,0.217055139,0.294031478,0.583686094,0.541946594,-0.662342199,0.856949367,1.203760475,0.300801465,-0.203810878,-1.20710897,-0.203810878,-0.263727811,0.806600578,0.541946594,1.057155645,-0.203810878,-0.372793252,0.411264561,0.210428394,-0.238659648,0.210428394,-0.999542891,-0.170850798
4.5,Spell,Normal,4.25,4.5,4,5.25,0.826944122,-0.557011781,1.2519329,65,0.670429586,36.5,0,36.5,-0.557011781,1.310808469,0.826944122,0.170850798,0.530728065,64.5,0.317787682,27.5,0,27.5,-0.253681533,0.576023225,0.826944122,0.980431058,0.294031478,0.362398496,0.383228447,1.425070498,5.96E-07,1.439987976,0.80212506,0.277164566,0.826944122,0.12174525,0.310982463,0.197202275,0.253215826,0.260376143,5.96E-07,0.318751209,-0.00161927,0.187305401,0.413027367,202,0.826944122,0.376567861,-0.383228447,0.518121458,0.471966214,0.462935148,0,0.462935148,0.820203296,-0.226302492,55,-0.257027398,-0.111963039,-0.985681551,-0.059948838,0.421860812,0,0.421860812,-0.715726561,-0.161000479,0.826944122,0.538199571,-0.646295726,0.078022594,0.12174525,0.174137878,0,0.174137878,-0.081162184,-0.18544771,0.826944122,1.979110047,0.711548858,-0.032391041,0.040492786,30.90909085,-262,30.90909085,-2.027261673,1.170991815,0.826944122,1.502085863,0.843006504,1.269860384,0.338293371,40.90909085,0,40.90909085,1.492153479,1.121032798,0.826944122,0.666380445,-0.618606361,-0.797665552,-0.411264561,1,0,1,0.567553419,-0.924363373,0.826944122,-1.587483855,-0.875803346,1,-1.259055362,0,0,0,-0.806600578,-1.224058307,0.826944122,0.482854618,-0.762542255,-0.00161927,0.164282136,-0.568394032,0.471966214,-0.568394032,1.039763884,-0.749612082,0.826944122,0.587530392,-0.572204466,0.367590909,0.253681533,0.071308218,0.751758368,0.071308218,0.975207456,-0.576023225,0.826944122,0.277164566,-0.80212506,0.024291422,-0.161000479,-0.118483265,0.650291609,-0.118483265,0.775601192,-0.703230452,116,0.826944122,0.749612082,-0.797665552,1.273495193,0.797665552,0.341724624,-0.312682406,0.341724624,-0.618606361,-0.866337861,0.826944122,1.034219432,-0.94947858,-0.061571099,0.471966214,0.027531049,-0.351650446,0.027531049,0.197202275,-0.707383536,0.826944122,-0.666380445,0.157720555,-0.414791458,0.072931704,-0.495630629,0.395455902,-0.495630629,0.404226033,-0.147890811,0.826944122,1.048459229,-0.227013253,1.073725483,-0.102191529,-0.541946594,-0.329732536,-0.541946594,-0.862932285,-0.267082444
4.5,Spell,TinyIcons,4,4,4,5,2.523239824,0.519575937,-0.934338717,14,-1.001598662,0,0,0,0.944407911,-0.990959357,2.523239824,0.94947858,-0.909570436,14,-1.001598662,0,0,0,1.045340484,-0.838395198,2.523239824,-1.190499493,-0.622532575,-0.764709674,-0.703230452,-0.169227167,0,-0.200505482,-1.062268754,-0.690843202,2.523239824,-0.321195799,-1.158230399,-0.887746731,-1.118987571,-0.642310136,0,-0.656043572,-0.61468966,-1.170991815,-1.085324908,203,2.523239824,1.899355453,-1.713811735,-1.145984596,-2.2909929,-2.79637382,0,-2.79637382,2.357288414,-1.898341454,109,2.053215523,-1.145654869,1.00427625,-2.338142735,-2.79637382,0,-2.79637382,2.140681374,-0.095682664,2.523239824,2.053215523,-0.833801651,-0.088588734,-2.451862738,-2.79637382,0,-2.79637382,1.894070894,-0.259285843,2.523239824,-0.00161927,-0.690843202,-0.376267086,-0.634369372,0,-2.045454545,0,0.572204466,-0.736806039,2.523239824,0.105447569,-1.417520691,-0.902248145,-1.366332498,0,-2.5,0,0.369323911,-1.482366156,2.523239824,2.2909929,-1.417520691,-0.307585266,-1.673061217,0,0,0,2.137402164,-1.028706593,2.523239824,-0.618606361,-0.515872943,2,-1.121032798,0,0,0,-0.576023225,-0.728335447,2.523239824,-1.512168682,-0.008096433,0.021052051,-0.626468408,-1.350041773,-0.0178129,-1.350041773,0.04697607,-0.203810878,2.523239824,-1.224058307,0.348599263,0.333153936,1.210471055,1.370462301,-0.051839815,1.370462301,-0.004857826,0.040492786,2.523239824,-0.745329831,0.217055139,0.009715766,-0.741061205,-1.124073345,-0.312682406,-1.124073345,-0.043734198,-0.06968492,116,2.523239824,0.468349209,-0.914479174,0,0.856949367,1.48724201,0.55323375,1.48724201,-0.871060848,-1.266242275,2.523239824,-0.314383253,0.397207475,0.771233611,1.400048792,1.517268268,-0.592332924,1.517268268,-1.244873388,0.230337585,2.523239824,-0.880565624,1.979110047,-0.038872241,1.417520691,1.821865131,-0.506646179,1.821865131,-1.374615612,1.979110047,2.523239824,-0.723924093,1.334101658,0.618606361,-1.374615612,-1.053766872,-1.742646691,-1.053766872,0.49686155,1.46320661
3.5,Spell,Freezing,4,4,4,5,0.728335447,-0.591383392,1.183946836,69.5,0.541946594,35.5,0,35.5,-0.277164566,1.050949784,0.728335447,-0.771233611,0.875803346,56,0.324607651,27.5,0,27.5,-0.390208429,0.707383536,0.728335447,1.54337829,0.443197705,0.549463599,0.501130803,1.015444881,0.499999404,1.015059387,1.382994127,0.461133481,0.728335447,0.843006504,0.591383392,0.557011781,0.703552757,1.224058307,0.499999404,1.090942512,0.833801651,0.538199571,0.47921885,204,0.728335447,-1.130601239,-0.538199571,-1.192034141,-0.12174525,0.386716083,0,0.386716083,0.460658915,-0.759533785,52,-0.736806039,0.098936573,-0.788793758,0.050218436,0.17742684,0,0.17742684,-0.753908123,-0.059948838,0.728335447,-0.634369372,-0.719916794,-1.22351296,-0.050218436,0.072931704,0,0.072931704,-0.3918273,-0.958195389,0.728335447,0.508488059,2.2909929,1.686335141,0.934338717,33.86363631,-137.7272728,33.86363631,0.564591834,1.788822471,0.728335447,1.085324908,2.20961659,2.2909929,1.85702573,45.22727267,0,45.22727267,1.073725483,1.9566588,0.728335447,0.61468966,-0.407742772,-0.436063446,-0.436063446,1,0,1,0.541196241,-0.568394032,0.728335447,-0.267082444,-0.250338505,4,-0.574112799,0,0,0,-0.213740593,-0.304191616,0.728335447,0.314383253,-0.105447569,-1.067979596,-0.56079778,-0.376267086,-0.314383253,-0.376267086,-0.959693884,0.008096433,0.728335447,1.210471055,-0.418323522,0.642310136,0.164282136,-0.077803332,0.788793758,-0.077803332,1.426421296,-0.072931704,0.728335447,0.762542255,-0.376267086,-1.034219432,-0.650291609,-0.218713304,-0.686737657,-0.218713304,-1.273495193,-0.207118502,116,0.728335447,-1.056592348,0.715726561,0.139710299,-0.404226033,-0.885347957,-0.255354108,-0.885347957,0.626468408,0.397207475,0.728335447,0.847635806,-0.606884374,0.448563221,0.290651551,0.364128208,0.332148156,0.364128208,-0.050218436,-0.515872943,0.728335447,-0.587530392,0.461133481,0.81109231,0.970010329,0.993608639,0.01943245,0.993608639,-0.12174525,0.331442751,0.728335447,1.331075907,-0.436063446,0.618606361,0.662342199,0.034011203,-0.350320488,0.034011203,-1.34149233,-0.246998273
6,Spell,Normal,5,5.5,4.5,6,0.436063446,0.599115888,0.240326027,61.5,0.646295726,35.5,0,35.5,-0.904683519,0.243660794,0.436063446,-0.233664464,0.80212506,64.5,0.36585901,25.5,0,25.5,0.008096433,0.894973912,0.436063446,-0.257027398,-0.404226033,-0.336579239,-0.414791458,-0.169227359,0.500000596,-0.257027398,-0.207118502,-0.393705542,0.436063446,-0.541946594,0.193901218,0.004857826,0.364678815,0.890150625,1.500000596,0.896100377,-0.549463599,0.04697607,0.404226033,205,0.436063446,0.521677359,0.461133481,1.140565592,-0.210428394,-0.307585266,0,-0.307585266,1.136460817,0.582616329,47,-1.230937467,0.890150625,-0.566491909,0.147890811,0.172494105,0,0.172494105,-0.745329831,0.682643656,0.436063446,-0.082676807,0.17742684,0.153287833,0.043734198,0.200505482,0,0.200505482,-0.075707779,0.288559231,0.436063446,0.486496781,0.304191616,1.034219432,0.81109231,37,-69,37,-1.07950704,0.646295726,0.436063446,-0.290651551,0.400714287,0.326314992,0.486496781,45.90909085,0,45.90909085,-0.634369372,0.227013253,0.436063446,-1.358142081,-1.382994127,-1.647364225,-1.151919863,1,0,1,-1.48291058,-1.634913493,0.436063446,-1.492153479,-0.970010329,1,-1.334101658,0,0,0,-0.736806039,-1.288205556,0.436063446,0.260376143,-1.19710367,-0.534460088,0.233664464,-0.06968492,1.259055362,-0.06968492,0.843006504,-1.097072229,0.436063446,-0.348599263,-1.217236591,-0.875803346,-0.277164566,-0.346879071,0.682643656,-0.346879071,-0.011335125,-1.230937467,0.436063446,-0.678561063,-0.724119705,-0.61468966,-0.358942316,-0.491972169,0.461133481,-0.491972169,0.043734198,-0.838395198,117,0.436063446,-0.079427612,0.450354593,1.108972929,0.187305401,0.459333309,-0.758218123,0.459333309,0.004857826,0.486496781,0.436063446,0.050218436,0.797665552,1.006961058,0.980431058,0.309283419,-0.360274211,0.309283419,0.161000479,0.990959357,0.436063446,-0.568394032,0.290651551,1.350041773,0.066438871,0.149528084,0.521430106,0.149528084,0.280531493,0.030770965,0.436063446,0.935888634,-0.027531049,1.439987976,0.076179256,0.021052051,-0.836096219,0.021052051,-0.962887449,0.223691429
2.5,Spell,Freezing,3,3,3,2.5,0.863983601,-1.622711168,1.788822471,56.5,0.00161927,28.25,0,28.25,-0.059948838,1.532808696,0.863983601,-1.773007946,2.451862738,57.5,0.407742772,31.25,0,31.25,-0.47921885,2.2909929,0.863983601,0.287274941,0.602995583,0.393705542,0.758218123,1.611458553,1.000000596,1.693085066,0.345159904,0.490145409,0.863983601,-0.646295726,0.314383253,-0.004857826,0.180365326,0.471966214,5.96E-07,0.446744667,-0.606884374,0.125008532,0.04697607,206,0.863983601,0.084628852,1.532808696,2.790526834,2.723473064,2.109705611,21,2.109705611,0.852618967,2.045721951,56,0.066438871,0.102191529,1.028706593,0.899818112,1.048141012,29.5,1.048141012,-0.115222539,0.06968492,0.863983601,-0.072931704,0.875803346,2.400444695,2.451862738,1.699913024,116.3034823,1.699913024,0.426528559,0.935454465,0.863983601,-0.118483265,0.243660794,0.856949367,0.082676807,28.18181813,-3.636363691,28.18181813,-0.108704727,0.187305401,0.863983601,-0.871060848,0.690843202,-0.014573936,-0.027531049,40.4545454,0,40.4545454,-0.797665552,0.432504645,0.863983601,1.158230399,-0.324607651,0.427176679,-0.283901603,1,0,1,1.183626851,0.021052051,0.863983601,-0.595245191,-0.111963039,3,-0.468349209,0,0,0,-0.358942316,-0.277164566,0.863983601,0.345159904,-0.490145409,0.263727811,0.749612082,0.630413971,1.114982593,0.630413971,1.158230399,-0.428951313,0.863983601,0.314383253,-0.004857826,0.441412038,-0.519575937,-0.329732536,-0.587530392,-0.329732536,-0.650291609,0.118483265,0.863983601,-0.934338717,-0.579850404,-0.959693884,0.290651551,0.856949367,0.482854618,0.856949367,-0.703230452,-0.699089462,117,0.863983601,-1.062268754,1.183946836,1.273495193,0.658314726,0.310982463,0.540072135,0.310982463,0.098936573,1.139434522,0.863983601,0.125008532,1.108972929,1.338054863,-1.121032798,-0.80212506,-3.421782828,-0.80212506,0.095682664,1.133257954,0.863983601,0.909570436,-0.766880691,0.912022058,0.22037207,0.113592638,0.227013253,0.113592638,0.082676807,-0.439627778,0.863983601,-0.418984447,-0.243660794,1.990720462,1.062268754,0.495630629,0.885347957,0.495630629,0.398376144,-0.471966214
1.5,Spell,TinyIcons,1.5,1.5,1.5,1,1.1645874,1.472718806,-1.44456962,13.5,-1.52240762,0,0,0,1.56505054,-1.288205556,1.1645874,1.266242275,-1.318493495,11.5,-1.453824994,0,0,0,1.366332498,-1.170991815,1.1645874,-0.47921885,-0.141345636,-0.12664067,0.027531049,0.668623862,0,0.634369372,-0.964839271,-0.297414767,1.1645874,-0.257027398,-0.04697607,-0.038872241,-0.028973708,0.664359968,0.375,0.682675219,-0.362398496,-0.134806511,-1.587483855,207,1.1645874,0.676338453,0.670429586,0.660430976,-0.557011781,-1.187216792,0,-1.187216792,1.475987251,1.010961993,71,0.240326027,0.334866096,-0.541946594,-0.94947858,-1.105983063,24,-1.105983063,0.762542255,0.154442327,1.1645874,-0.46473832,1.788822471,0.474271239,-0.904683519,-1.133257954,24,-1.133257954,0.800775614,1.492222461,1.1645874,1.073725483,-1.805097466,-0.626468408,-1.472718806,0,-6.304858934,0,1.512168682,-1.56505054,1.1645874,0.328023285,-1.502085863,-0.622532575,-1.502085863,0,0,0,0.471966214,-1.532808696,1.1645874,0.358942316,-1.610745785,-1.314641277,-1.821865131,0,0,0,0.230508934,-1.492153479,1.1645874,-1.805097466,-0.753908123,1,-0.924363373,1,0,1,-1.979110047,-1.114982593,1.1645874,-1.203760475,0.432504645,0.450354593,-0.954573781,0.944407911,-0.482854618,0.944407911,-0.050218436,0.283901603,1.1645874,-0.508488059,0.894973912,0.411264561,0.990959357,1.262640666,-0.711548858,1.262640666,-0.595245191,0.471966214,1.1645874,-0.418323522,0.847635806,0.151165758,-1.622711168,-1.875503312,-0.919410045,-1.875503312,-0.545701242,0.523286069,117,1.1645874,-0.527003419,0.223691429,0.634369372,0.711548858,0.769055329,1.554123173,0.769055329,0.056704786,0.493800573,1.1645874,0.77998362,-0.06968492,0.248668042,-0.236993931,0.866337861,0.502203923,0.866337861,0.658314726,0.260376143,1.1645874,-1.108972929,1.114982593,-0.926848561,-0.724119705,-0.990959357,-1.967760446,-0.990959357,0.098936573,0.904683519,1.1645874,-0.623155503,1.121032798,1.990720462,-1.073725483,-0.852283345,-1.280815729,-0.852283345,0.314507852,1.295666408
7,Spell,Normal,6,6.5,5.5,6.5,1.713811735,-0.866337861,1.6600757,69,0.334866096,29.5,0,29.5,0.024291422,1.742646691,1.713811735,-0.404226033,1.244873388,68,1.017773666,32,0,32,-0.587530392,1.391470869,1.713811735,0.970010329,0.334866096,0.369323911,0.508488059,1.425070498,5.96E-07,1.439987976,0.630413971,0.213740593,1.713811735,0.610782366,0.263727811,0.290651551,0.114230435,0.260376143,5.96E-07,0.318751209,0.314383253,0.184010563,0.493800573,208,1.713811735,-0.491114204,0.105447569,0.392868239,1.634913493,1.532808696,4.5,1.532808696,0.475191074,0.16145308,89,-0.193901218,-0.453941683,-0.280531493,-0.004857826,-0.008096433,50,-0.008096433,0.098936573,-0.530728065,1.713811735,0.170850798,-0.80212506,0.581683374,1.001598662,0.985681551,64.03124237,0.985681551,0.026570027,-0.805088407,1.713811735,1.050949784,0.321195799,0.386716083,0.411264561,34.54545449,-137,34.54545449,-1.342029091,0.670429586,1.713811735,1.52240762,0.436063446,0.929339485,0.307585266,43.63636358,0,43.63636358,1.028706593,0.719916794,1.713811735,1.610745785,-1.056592348,-0.397207475,-1.19710367,1,0,1,1.666499247,-0.954573781,1.713811735,-1.742646691,-0.762542255,1,-1.177444624,0,0,0,-0.909570436,-1.139434522,1.713811735,2.523239824,-0.728335447,0.468349209,0.508488059,0.432504645,0.397207475,0.432504645,2.888083553,-0.421860812,1.713811735,0.369323911,-0.425403389,0.407742772,-0.233664464,-0.549463599,0.294031478,-0.549463599,0.80212506,-0.504806015,1.713811735,0.294031478,-0.678561063,0.230337585,0.421860812,0.484674896,0.650291609,0.484674896,0.67448975,-0.670429586,117,1.713811735,-0.105447569,0.829225631,1.576168048,-1.108972929,-0.393705542,-2.451862738,-0.393705542,0.724119705,0.843006504,1.713811735,-0.011335125,-0.386716083,0.305888001,0.213740593,0.149528084,0.382442521,0.149528084,0.407742772,-0.400714287,1.713811735,-0.06968492,0.243660794,1.273495193,0.618606361,0.407742772,-0.470156942,0.407742772,-0.376267086,0.243660794,1.713811735,-0.186019878,-0.602995583,1.990720462,0.362398496,-0.159360303,0.993608639,-0.159360303,0.346846149,-0.745329831
