sessionNr,App,Size,user_id,x_location.down_mean,y_location.down_mean,touch.duration_mean,swipe_length_mean,swipe_length.x_mean,swipe_length.y_mean,button_touch_x_location_mean,button_touch_y_location_mean,target_touch_x_location_mean,target_touch_y_location_mean,time_between_touches_mean,x_location.release_mean,y_location.release_mean,difference.touch_buttonCenter_x_mean,difference.touch_buttonCenter_y_mean,touchAccuracy_mean,touchAccuracy_x_mean,touchAccuracy_y_mean,x_location.down_median,y_location.down_median,touch.duration_median,swipe_length_median,swipe_length.x_median,swipe_length.y_median,button_touch_x_location_median,button_touch_y_location_median,target_touch_x_location_median,target_touch_y_location_median,time_between_touches_median,x_location.release_median,y_location.release_median,difference.touch_buttonCenter_x_median,difference.touch_buttonCenter_y_median,touchAccuracy_median,touchAccuracy_x_median,touchAccuracy_y_median,button_touch_x_location_skew,button_touch_y_location_skew,difference.touch_buttonCenter_x_skew,difference.touch_buttonCenter_y_skew,swipe_length_skew,swipe_length.x_skew,swipe_length.y_skew,target_touch_x_location_skew,target_touch_y_location_skew,time_between_touches_skew,touch.duration_skew,touchAccuracy_skew,touchAccuracy_x_skew,touchAccuracy_y_skew,x_location.down_skew,x_location.release_skew,y_location.down_skew,y_location.release_skew,x_location.down_kurt,y_location.down_kurt,touch.duration_kurt,swipe_length_kurt,swipe_length.x_kurt,swipe_length.y_kurt,button_touch_x_location_kurt,button_touch_y_location_kurt,target_touch_x_location_kurt,target_touch_y_location_kurt,time_between_touches_kurt,x_location.release_kurt,y_location.release_kurt,difference.touch_buttonCenter_x_kurt,difference.touch_buttonCenter_y_kurt,touchAccuracy_kurt,touchAccuracy_x_kurt,touchAccuracy_y_kurt,button_touch_x_location_quantile,button_touch_y_location_quantile,difference.touch_buttonCenter_x_quantile,difference.touch_buttonCenter_y_quantile,swipe_length_quantile,swipe_length.x_quantile,swipe_length.y_quantile,target_touch_x_location_quantile,target_touch_y_location_quantile,time_between_touches_quantile,touch.duration_quantile,touchAccuracy_quantile,touchAccuracy_x_quantile,touchAccuracy_y_quantile,x_location.down_quantile,x_location.release_quantile,y_location.down_quantile,y_location.release_quantile,x_location.down_std,y_location.down_std,touch.duration_std,swipe_length_std,swipe_length.x_std,swipe_length.y_std,button_touch_x_location_std,button_touch_y_location_std,target_touch_x_location_std,target_touch_y_location_std,time_between_touches_std,x_location.release_std,y_location.release_std,difference.touch_buttonCenter_x_std,difference.touch_buttonCenter_y_std,touchAccuracy_std,touchAccuracy_x_std,touchAccuracy_y_std,button_touch_x_location_mad,button_touch_y_location_mad,difference.touch_buttonCenter_x_mad,difference.touch_buttonCenter_y_mad,swipe_length_mad,swipe_length.x_mad,swipe_length.y_mad,target_touch_x_location_mad,target_touch_y_location_mad,time_between_touches_mad,touch.duration_mad,touchAccuracy_mad,touchAccuracy_x_mad,touchAccuracy_y_mad,x_location.down_mad,x_location.release_mad,y_location.down_mad,y_location.release_mad,x_location.down_max,y_location.down_max,touch.duration_max,swipe_length_max,swipe_length.x_max,swipe_length.y_max,button_touch_x_location_max,button_touch_y_location_max,target_touch_x_location_max,target_touch_y_location_max,time_between_touches_max,x_location.release_max,y_location.release_max,difference.touch_buttonCenter_x_max,difference.touch_buttonCenter_y_max,touchAccuracy_max,touchAccuracy_x_max,touchAccuracy_y_max,x_location.down_min,y_location.down_min,touch.duration_min,swipe_length_min,swipe_length.x_min,swipe_length.y_min,button_touch_x_location_min,button_touch_y_location_min,target_touch_x_location_min,target_touch_y_location_min,time_between_touches_min,x_location.release_min,y_location.release_min,difference.touch_buttonCenter_x_min,difference.touch_buttonCenter_y_min,touchAccuracy_min,touchAccuracy_x_min,touchAccuracy_y_min,x_location.down_count,y_location.down_count,touch.duration_count,swipe_length_count,swipe_length.x_count,swipe_length.y_count,button_touch_x_location_count,button_touch_y_location_count,target_touch_x_location_count,target_touch_y_location_count,time_between_touches_count,x_location.release_count,y_location.release_count,difference.touch_buttonCenter_x_count,difference.touch_buttonCenter_y_count,touchAccuracy_count,touchAccuracy_x_count,touchAccuracy_y_count,hit_rate,UserId,Session,PQ,ATT,HQI,HQS,HQ,IconSize
42,Spell,Normal,193,471.4489796,367.9591837,0.591836735,431.1178451,271.5714286,304.0510204,34.68367347,38.52040816,39.26437841,57.67996265,4.857142857,472.8571429,672.0102041,19.06122449,16.08163265,-2.059444963,0.27606679,-0.052160085,460.5,347,0,458.2261996,248,320,38,38.5,37.72727,61.36364,1,452.5,684.5,7.5,7,0.009387755,0.1,0.1,-0.433851172,-0.809289045,6.837750664,6.666743631,-0.34070058,0.433099754,-0.319087063,3.597369025,-1.156965408,4.834138319,5.154374275,-6.99899925,6.526204242,-6.248720423,0.254451017,0.136349579,0.077620944,-1.793736607,-0.978831721,-1.356657659,30.27314468,-0.167756265,-0.590747504,-0.851625807,0.581647816,1.665904777,20.15314516,2.622873049,27.12379698,-0.527237176,3.225077588,47.43580968,45.78801782,48.99045259,44.55566234,41.87547104,38,38.5,7.5,7,458.2261996,248,320,37.72727,61.36364,1,0,0.009387755,0.1,0.1,460.5,452.5,347,684.5,250.0683083,125.2467497,1.539999558,179.0848569,178.853583,141.9753223,14.56118337,13.00999583,36.93073608,18.12254557,12.10027548,204.227916,43.25571853,64.3542145,45.7726887,14.31316891,1.728966413,1.26936751,11.13702624,9.571845065,19.63806747,15.11995002,147.2376638,148.3790087,119.7030404,21.37450341,13.45666676,6.145772595,0.773011245,4.005834696,0.566377646,0.460723616,209.3540192,167.638484,110.0603915,30.18908788,968.5,580.5,10,788.4811348,685.5,523,68.5,62.5,245.5,87.72727,77,904,735,457,325,0.24,11.87012987,0.785714286,63.5,176.5,0,0,0,0,0,0,-20,0,0,71.5,516,0,0,-100.202395,-0.928571429,-8.441558442,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0.918367347,193,6,4.75,4.5,4,4.5,4.25,Normal
43,Spell,TinyIcons,193,466.296875,277.234375,1.09375,278.7009891,171.09375,211.40625,0.328125,0.328125,0.58948875,1.455965938,5.5,561.171875,488.640625,13.921875,8.109375,0.826666667,-1.535416667,-0.48125,493.25,210.25,0,261.2230654,139.25,175.5,0,0,0,0,1,603.75,431.25,13.75,6.75,0.94,-1.733333333,-0.733333333,5.011284865,4.744084716,0.00563638,1.347013627,0.898155229,1.532821659,1.068575035,5.163808177,3.206948161,4.012591769,4.625546946,-0.665282513,0.85467969,0.121928387,-0.568222267,-1.013320575,1.486163364,0.263032549,2.288015565,1.2323565,23.34332979,0.398331676,4.177593102,0.980921798,26.08451914,23.73323872,27.7680455,9.567073815,17.67872505,0.416460936,-1.581130304,-0.434060427,2.306936158,1.676379028,0.69143166,0.633356722,0,0,13.75,6.75,261.2230654,139.25,175.5,0,0,1,0,0.94,-1.733333333,-0.733333333,493.25,603.75,210.25,431.25,159.5280266,123.5067573,2.922210553,171.1298108,122.7923396,134.2968809,1.467988392,1.305134865,2.50157262,4.717018563,15.36649056,144.2305843,174.3183607,7.53712251,5.790334515,2.501454201,1.460542873,1.250517814,0.615234375,0.594726563,5.859375,4.192382813,128.0280269,91.0234375,102.3574219,1.068448359,2.638938262,8.3125,1.3515625,1.778333333,1.097395833,0.945182292,98.37988281,109.7333984,99.85351563,157.3232422,856.5,585.5,16,704.0427899,614,586,8,7,13.86364,20.22727,79,777.5,740,29,26.5,5.888888889,2.266666667,2.466666667,54.5,132.5,0,0,0,0,0,0,0,0,0,235,225,0.5,0.5,-5.777777778,-3.866666667,-3.533333333,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0.09375,193,7,3,3.5,4,4,4,TinyIcons
44,Spell,Normal,193,552.0102041,361.1020408,2.346938776,442.2253706,290.3877551,297.0816327,39.64285714,29.32653061,36.13172482,48.13729122,2.489795918,513.4795918,658.1836735,13.39795918,11.32653061,-0.029275302,0.224198251,-0.071720117,567.5,333,0,442.6341605,304,283,43,31,40,50,1,502.5,683,12,10,-0.014285714,0.271428571,-0.057142857,-1.118049474,-0.503770963,0.819280963,1.817260728,-0.281861311,-0.113345455,0.021362122,-0.1027355,-1.180686931,6.653644491,3.652557167,0.019006641,-0.809615972,0.052668088,-0.109259339,-0.002189423,0.086014156,-2.217774381,-1.222744987,-1.303987772,13.12793444,-0.029186268,-0.982841636,-1.2310291,0.724288901,-0.35120649,-1.210231194,1.298700422,45.5419164,-0.903537447,7.417207744,0.421897163,3.93385997,3.121363301,1.357441194,1.974268697,43,31,12,10,442.6341605,304,283,40,50,1,0,-0.014285714,0.271428571,-0.057142857,567.5,502.5,333,683,281.0655968,120.3947059,6.488936162,148.1980909,165.3259175,134.497264,17.17859618,14.57900567,23.91033006,19.94972206,9.719230184,158.6027191,63.09514095,8.986088549,10.05275202,0.183824843,0.40520848,0.429131477,12.72886297,11.51145356,7.218242399,7.019158684,112.5563711,138.4206581,116.2124115,20.78414346,14.41452309,3.308621408,3.411078717,0.122149275,0.308026418,0.318664842,243.152853,133.4477301,105.8225739,46.34235735,1001,572,32,703.691161,642,518.5,63.5,53.5,75,81,68,800,749,38.5,46,0.596734694,1.057142857,1.314285714,58,165,0,63.00793601,1,57,0,0,-5,0,0,204.5,373,1,0.5,-0.544489796,-1.1,-1.228571429,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0.87755102,193,8,5,4.5,5,4,4.5,Normal
45,Spell,TinyIcons,193,548.0967742,403.4677419,1.322580645,367.9277687,222.4677419,274.7096774,4.14516129,2.483870968,3.585043839,6.97214129,1.322580645,471.2419355,678.1774194,13.67741935,14.67741935,10.71483397,-0.139393939,-1.107526882,559.5,420.5,1,311.0277319,165,257.5,0,0,0,0,1,461.5,715,7.5,5,0,0.6,-0.066666667,0.689635281,1.361715394,2.519611617,2.870140688,1.229604371,1.460400326,0.815429398,1.464513542,0.603267679,5.190281586,5.0112137,2.862344292,-2.382256245,-2.721529818,0.029521121,0.105127637,-0.177361039,-1.901191902,-1.235474366,-1.28471322,26.701776,1.284350764,1.492788362,-0.013803705,-1.220323251,0.444270369,0.991892654,-1.3182766,27.97570814,-0.5535094,2.23390197,5.5681771,6.907099095,6.632738679,5.065694926,6.3398806,0,0,7.5,5,311.0277319,165,257.5,0,0,1,1,0,0.6,-0.066666667,559.5,461.5,420.5,715,260.3446248,143.9732577,2.625351999,181.2739748,164.2653816,128.9875817,5.263385394,3.867565709,6.820632916,8.666492337,3.927570044,193.5266076,87.70923064,20.24044976,30.14894923,32.89485086,3.016062296,3.931371775,4.813735692,3.17169615,12.17793965,17.38501561,138.3681021,123.9261186,100.049948,5.381704416,8.096680208,1.550468262,1.078043704,19.12299757,1.807624633,2.238917794,220.0551509,153.4266389,125.3881374,63.9396462,939.5,595,15,892.2267089,671.5,587.5,14,11.5,21.13636,24.31818,22,866.5,741,77,117,110.3030303,2.866666667,1.466666667,108,139,0,138.3302208,51,103.5,0,0,-4.772727,0,0,149.5,443.5,0,0.5,-3.248888889,-9.333333333,-14.18181818,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0.419354839,193,9,3,2.5,3.5,4,3.75,TinyIcons
46,Spell,Normal,193,564.7906977,404.9883721,2.720930233,390.88413,244.8023256,260.9186047,24.13953488,28.19767442,24.47145786,46.39534977,4.651162791,496.5232558,665.9069767,14.65116279,9.825581395,0.085149502,-0.297674419,-0.181063123,605.5,433,1,417.210079,216,223.5,22.5,30,23.63636,46.81818,1,491.5,670,15,9,0.030612245,-0.328571429,-0.142857143,0.465856069,-0.447685974,0.973893388,1.194401088,0.081731925,0.640731509,0.307272654,0.459033813,-0.962222437,5.024458835,3.480608181,1.349620058,0.138416576,-0.338965971,-0.385301188,0.063248055,-0.221816373,-1.11765924,-0.923689195,-1.113740297,13.49457644,-0.834367958,-0.493907573,-1.280357563,-0.077836657,0.075769555,-0.063271429,2.229604859,27.70439807,-0.931595986,1.011016563,1.864799133,2.122816949,1.876294487,0.527087253,0.194001268,22.5,30,15,9,417.210079,216,223.5,23.63636,46.81818,1,1,0.030612245,-0.328571429,-0.142857143,605.5,491.5,433,670,246.0491683,147.1320871,5.279455155,169.8165444,174.0403326,154.6654966,14.13511567,11.52437352,20.04862463,15.64008695,13.75791326,182.441509,36.99891501,9.930433551,7.722018396,0.166122639,0.411318606,0.309514196,10.93996755,9.402379665,7.566252028,6.029745809,144.149189,145.3282856,133.440238,16.16106953,11.17262442,6.315846403,3.0805841,0.125861525,0.311349764,0.255041335,207.0805841,154.9075176,125.0827474,25.72579773,931.5,624,28,728.6250751,693.5,526,55.5,52,72.27273,79.09091,84,870.5,723.5,48.5,37,0.606122449,0.585714286,0.485714286,84,136,0,51.39309292,15.5,37.5,0,0,-8.181818,0,0,143,572,0.5,0.5,-0.175102041,-1.385714286,-1.057142857,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0.953488372,193,10,3.75,4,4,4.5,4.25,Normal
47,Spell,Normal,193,544.576087,368.2173913,4.586956522,435.056187,257.4891304,322.8695652,33.83695652,38.61956522,28.84486122,69.18972304,9.391304348,510.5434783,691.0869565,11.55434783,12.52173913,-0.037094055,0.027018634,0.17826087,506.5,387.5,1,411.9512524,244.75,303,36,39,34.77273,67.954545,2.5,505.5,697,10.5,13,-0.004591837,0.035714286,0.142857143,-0.510389179,-0.456297122,1.342673909,0.479094883,-0.058945571,0.471633379,-0.20276302,-3.421171921,5.394612,2.805328057,3.439222145,-0.024106491,0.293152212,0.01327161,-0.132068271,-0.004968413,0.081811489,-4.069644552,-1.397312671,-1.026764531,11.36179202,-0.62387665,-0.799954171,-0.84898079,-0.169948235,-0.104154185,17.77985108,34.20743335,8.279768057,-0.841310076,22.33085034,3.010027504,-0.457518128,2.935866014,0.739913231,-0.904777027,36,39,10.5,13,411.9512524,244.75,303,34.77273,67.954545,2.5,1,-0.004591837,0.035714286,0.142857143,506.5,505.5,387.5,697,296.5018263,139.8340545,12.43753474,166.9402423,159.972341,146.3644779,14.838409,15.67134142,42.74655299,55.86640501,16.89375724,185.7937873,27.78094958,9.256966302,8.764801146,0.183442193,0.424982094,0.401332691,11.72069943,12.61956522,7.165406427,7.391304348,139.8983278,137.5543478,120.9943289,26.87729829,22.6370507,10.96030246,6.629489603,0.124869797,0.327774777,0.338482312,261.0609641,154.1086957,116.7325142,15.77126654,936.5,629,56,759.1765276,602,555.5,63,65.5,80.90909,415,82,870,724,46,35,0.582040816,1.314285714,1,66,155,0,78.50636917,40.5,21,0,0,-199.5,0,0,157,535,1,0.5,-0.542857143,-0.9,-0.5,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,0.934782609,193,11,6,6,4,4,4,Normal
48,Spell,Normal,193,539.2555556,391.6,2.088888889,396.9184513,257.1666667,262.1111111,28.12222222,29.52222222,27.08989849,47.64747511,5.022222222,483.5333333,652.8444444,12.88888889,11.36666667,0.033328798,-0.187936508,-0.139365079,574,438,1,387.104637,188.5,231,25,28.5,25.45455,49.09091,1,491,676,12,11,0.007346939,-0.285714286,-0.185714286,0.2192094,0.122374588,0.677797756,1.440667579,0.007713907,0.699948111,0.366111127,0.102370222,-1.198451555,4.908506191,4.012520238,1.415751558,0.323731814,-0.002995677,-0.105106072,0.132097262,-0.386957471,-2.72496441,-1.154987582,-1.20728225,16.94223679,-0.819369665,-0.472855434,-0.9693593,-0.117253628,0.085775114,-1.186626128,2.251334631,26.55836516,-0.573840168,9.662325908,-0.270887115,3.835479173,5.277339014,-0.085062203,0.703179121,25,28.5,12,11,387.104637,188.5,231,25.45455,49.09091,1,1,0.007346939,-0.285714286,-0.185714286,574,491,438,676,241.1578751,136.9340253,5.18223461,162.2254105,169.0356001,144.8014271,14.70511489,13.50124386,21.26426717,15.67217691,15.40438085,178.5737815,70.08264782,8.814946558,8.136896885,0.171075293,0.407432747,0.376897248,11.8637037,10.89135802,7.088888889,5.908148148,138.2224814,142.5925926,123.6395062,18.54437652,11.06545476,7.14962963,2.68345679,0.11881542,0.330962963,0.301657848,204.5160494,146.0755556,118.4888889,46.99061728,924.5,611,28,708.8166194,652,518.5,64.5,64.5,67.72727,72.27273,94,908,717.5,35.5,42.5,0.728571429,0.842857143,0.842857143,158,157,0,54.94770241,7,19.5,0,0,-13.63636,0,0,147,329.5,0.5,0.5,-0.287755102,-1.014285714,-1.214285714,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0.911111111,193,12,3.5,3.5,4,4,4,Normal
49,Spell,Normal,194,609.3372093,372.7790698,1.093023256,421.5063701,251.8837209,310.7906977,38.3372093,24.27906977,33.93763212,49.93551767,2.88372093,524.6162791,683.5697674,15.70930233,12.36046512,-0.093303275,0.299335548,-0.26013289,590.5,359.5,0,430.425371,215,335.5,43,25,33.63636,45.90909,1,570.5,685,14,10.5,-0.02,0.314285714,-0.271428571,-0.664295985,-0.062791509,1.615091663,0.908457272,0.468313018,0.87580704,-0.080748406,1.835307164,5.124112231,3.608834898,2.595065779,-1.651387263,0.545975998,0.023866407,0.054502353,-0.135790163,0.083311621,-0.903730638,-0.858879823,-1.37889031,6.487408095,1.142966415,1.34056329,-1.178436077,-0.170908981,-0.395046546,7.378328873,31.2624142,13.06792878,-1.102565659,3.043391411,4.315282146,0.431276859,2.735014097,0.863512042,0.014473905,43,25,14,10.5,430.425371,215,335.5,33.63636,45.90909,1,0,-0.02,0.314285714,-0.271428571,590.5,570.5,359.5,685,245.9228422,149.7620057,2.033223496,174.5264572,164.5114643,146.4466111,18.03591685,13.64093207,29.53282751,46.17738801,7.248018785,238.5222571,28.96150594,12.26504545,8.704354125,0.22359875,0.487152268,0.346782492,14.61600865,10.58518118,8.894537588,6.751216874,131.0007324,129.5392104,125.9680909,21.1327984,18.6203842,3.950243375,1.229853975,0.165693756,0.378752994,0.265239898,195.3764197,203.0151433,132.1460249,20.57652785,1013.5,594.5,9,969.6177082,797.5,551.5,67.5,54.5,162.5,324.5,35,921,748.5,63.5,37,0.159183673,1.814285714,0.557142857,183.5,139.5,0,84.74815632,5.5,66.5,0,0,-11.81818,0,0,87,585,0,1,-0.815510204,-0.514285714,-1.057142857,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0.88372093,194,1,5.25,5,4.5,4.5,4.5,Normal
50,Spell,TinyIcons,194,373.8285714,256.9285714,2.257142857,229.9423107,122.7428571,181.8285714,2.2,2.185714286,0.374025943,2.0584416,11.08571429,298.0857143,431.2428571,45.64285714,18.4,-5.407365079,-4.268571429,-1.481904762,314,250,0,146.0248267,81,121.5,0,0,0,0,1,298,431,9.5,12.5,-0.155555556,0.066666667,-1.4,1.438855337,2.000092599,3.557018226,3.268800245,0.574587869,1.578677312,0.681950469,4.287415078,2.407224864,3.7843488,4.373800343,-1.456569566,-3.40431147,-1.697634431,1.063474319,1.321590381,2.069513823,0.230934651,1.48752235,6.699706526,20.41646912,-0.99305508,3.472501835,-0.826783476,0.317347275,2.614137444,21.24232118,4.468131855,17.0933984,1.683360953,-1.502808736,12.31144579,12.41276943,4.972236837,11.59689868,8.708303025,0,0,9.5,12.5,146.0248267,81,121.5,0,0,1,0,-0.155555556,0.066666667,-1.4,314,298,250,431,211.7329389,87.13243325,7.080806107,204.4406416,126.3321004,175.276334,4.016876164,4.540804726,2.55724636,5.295974809,24.92149017,216.2070932,191.5753335,108.0462572,23.25238761,32.8081576,15.06340834,3.68065374,3.268571429,3.315102041,58.33469388,13.53142857,179.5622765,100.5485714,151.8040816,1.048163207,3.528757029,15.32734694,3.384489796,18.01618141,8.086857143,2.095673469,136.5738776,146.8881633,54.24081633,172.8497959,891,606.5,38,678.7394566,578.5,548.5,11.5,14.5,13.40909,18.86364,133,881,729.5,468.5,123.5,75.74666667,9.866666667,8.266666667,21.5,141,0,6.041522987,2.5,2,0,0,-3.409091,0,0,35,155.5,0,1.5,-116.6044444,-62.46666667,-16.46666667,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0.114285714,194,2,2,2,3,3,3,TinyIcons
51,Spell,Normal,194,466.9897959,376.9591837,1.897959184,426.0145999,261.4795918,299.4081633,34.57142857,24.33673469,32.72727265,47.07792204,5.551020408,514,676.3673469,32.19387755,22.65306122,-0.489525198,0.02303207,-0.598250729,457,398,1,415.0771013,249.5,289,34.5,26,31.81818,51.36364,1,541,683,14.5,10.5,-0.007346939,0.085714286,-0.257142857,-0.281014997,-0.475717762,4.94953068,5.098519061,0.427221589,0.642427065,0.32574328,-0.155988567,-1.485315941,4.88279106,3.608976874,-1.317282134,-2.476691548,-5.006687668,0.043116271,-0.171477684,-0.256183862,-1.614418275,-1.217320561,-0.796887296,15.05204361,1.340794885,-0.194917633,-0.602429336,-0.533341603,-0.448761516,-1.070895217,2.075574578,27.4661541,-0.53936847,2.413386379,24.53901623,27.2269386,24.77968132,25.53209356,26.53121549,34.5,26,14.5,10.5,415.0771013,249.5,289,31.81818,51.36364,1,1,-0.007346939,0.085714286,-0.257142857,457,541,398,683,276.5218777,138.663518,3.911760569,166.4952592,180.6349611,138.0300267,17.23429237,12.19775754,20.15628486,17.79101835,13.95239111,221.9438743,39.25196061,93.81629969,57.98016939,21.69652015,2.836910232,1.67526684,14.03206997,9.826322366,36.76426489,23.43356935,131.7799773,148.7938359,111.6743024,17.08719822,12.59475301,6.985422741,2.249895877,4.764986528,0.917831856,0.687523056,236.8663057,180.9183673,115.0653894,25.97042899,966,626,22,985.4625817,777.5,605.5,66.5,45.5,66.81818,73.18182,89,954.5,746.5,554.5,362,96.18877551,11.17142857,0.3,49.5,74.5,0,91.24143795,21,33.5,0,0,-4.090909,0,0,42.5,561.5,0.5,0,-115.5444898,-15.84285714,-10.34285714,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0.897959184,194,3,4.5,4.5,4.5,4,4.25,Normal
52,Spell,Normal,194,534.7857143,341.9285714,2.761904762,444.5192216,260.952381,335.5119048,34.48809524,17.14285714,20.26406978,48.82575786,9.595238095,505.0714286,675.202381,16.78571429,30.92857143,-0.67244898,0.066666667,-0.216326531,558,332.5,1,469.7937164,261.75,368.75,40.25,17,27.727275,42.04545,2,508.25,682.5,13,17,-0.053877551,0.228571429,-0.471428571,-0.591901176,0.454343051,1.596603515,5.591004927,-0.487004767,0.395118872,-0.372063979,-5.506467771,5.126562597,3.888252096,4.080521565,-6.403418692,-1.275255204,5.380140238,-0.057137929,0.13305437,0.483472895,-1.137058406,-1.470757223,-0.004618168,16.5235925,-0.055262666,-0.009934987,-0.817936272,-0.761470704,-0.375409537,33.59507941,30.66220513,18.17480445,-0.908600963,1.324791786,3.236522445,33.17458462,41.32454302,1.97782006,33.9254417,40.25,17,13,17,469.7937164,261.75,368.75,27.727275,42.04545,2,1,-0.053877551,0.228571429,-0.471428571,558,508.25,332.5,682.5,316.9990795,134.6837113,7.324564497,152.1586175,147.9167865,136.4508081,20.78739302,12.95549875,62.95927348,60.97594368,19.62708373,163.1054788,44.61530137,14.37398686,72.64527677,4.053485259,0.632240375,2.249447853,16.99036281,10.52380952,10.7244898,27.3707483,118.5209045,113.5,113.914966,26.61760457,25.97402612,11.45918367,3.519274376,1.216550049,0.460544218,0.758892128,275.2959184,135.829932,108.0204082,30.88265306,998.5,710.5,37,746.094498,624,563,69,51,64.54546,407.5,112,842,760.5,69,465.5,1.030612245,1.071428571,13.3,67,130.5,0,61.07372594,39,47,0,0,-358,0,0,225,558,0.5,1,-26.22,-1.971428571,-4.428571429,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0.80952381,194,4,5,4.5,5,4.5,4.75,Normal
53,Spell,TinyIcons,194,526.8064516,396.1451613,2.225806452,341.0502981,212.3387097,243.3548387,3.564516129,3.016129032,5.315249603,8.643694839,4.774193548,514.9516129,628.2096774,4.435483871,5.822580645,-0.129318996,0.169892473,-0.238709677,547,386.5,1,374.6481683,135,192.5,0,0,0,0,2,560,715,3.5,6,-0.053333333,0.2,-0.333333333,0.582081043,1.235288174,0.556184684,0.237652286,0.148341152,1.088462735,0.236015121,0.813061572,0.502618864,2.185502764,4.987467848,0.631922576,-0.013487755,0.191270225,-0.571955738,-0.106127679,0.204133995,-1.391677738,-0.521264492,-1.261735459,26.19647861,-0.866535176,0.723477396,-1.124105774,-1.411766641,0.328001345,-0.538793793,-1.216369746,4.267754743,-0.632691941,0.348044864,-0.952429124,-0.764450642,1.674296375,-0.596271431,-1.007556065,0,0,3.5,6,374.6481683,135,192.5,0,0,2,1,-0.053333333,0.2,-0.333333333,547,560,386.5,715,249.4756059,136.2371213,5.548030746,214.4533181,187.3793117,152.595609,4.240168895,4.352171625,7.370012092,9.729729892,7.410396649,175.9405844,159.2599434,3.257662596,3.412106844,0.715876951,0.721282543,0.878006866,3.844953174,3.63371488,2.824141519,2.860561915,186.8892722,151.9843913,133.0437045,6.495128591,8.922523704,5.084287201,2.328824142,0.510005781,0.564412071,0.736038848,191.5671176,142.9885536,113.3433923,132.0437045,846,610,31,816.8434673,729,518,11,14,22.5,29.77273,30,828.5,755.5,11.5,13.5,1.8,1.533333333,1.4,40,172.5,0,5.590169944,1,5.5,0,0,-5.227273,0,0,168,266,0,0.5,-1.44,-1.133333333,-1.8,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0.483870968,194,5,1.75,2,2.5,3.5,3,TinyIcons
54,Spell,TinyIcons,194,639.0576923,399.8846154,2.076923077,291.7220188,144.5,232.9807692,2.480769231,2.846153846,-10.31468515,12.07342638,5.653846154,596.0192308,632.5576923,7.538461538,4.846153846,-0.378974359,0.4,0.005128205,716.75,418,1,319.8905382,113.25,207.75,0,0,0,0,2,609.25,714.25,7.25,3.5,-0.102222222,0.633333333,-0.166666667,1.543721379,1.293218395,0.937639235,1.892349783,0.170306236,1.421365651,0.368226563,-5.019797467,4.4912347,2.707494479,4.849961654,-0.441312765,-0.313143838,1.481920605,-0.705604424,-0.014119364,-0.034700956,-1.460377586,-1.03083872,-1.073302808,24.14704713,-0.944792953,1.608102034,-1.038880001,1.017307609,0.705982344,25.45294985,21.63340587,6.402503241,-1.097463239,0.700072533,1.366305386,5.081647143,1.8745594,0.039223091,2.558034559,0,0,7.25,3.5,319.8905382,113.25,207.75,0,0,2,1,-0.102222222,0.633333333,-0.166666667,716.75,609.25,418,714.25,263.8324213,149.2946287,5.789114453,212.8017958,149.9920665,182.0057406,4.213029241,4.251515567,75.24681369,31.52074761,11.48195909,189.7455391,147.1475672,4.828919293,4.579889149,0.914861059,1.139668568,0.898378406,3.394970414,3.606508876,3.653846154,3.284023669,178.7452028,112.3846154,154.2884615,28.24502422,15.45831069,7.00295858,2.443786982,0.674201183,0.917948718,0.648126233,228.5399408,160.0946746,126.2011834,115.5695266,913,659,30,733.5015337,568.5,584,13,14.5,26.59091,160.5,45,911,735.5,21.5,21,1.866666667,2.866666667,2.8,110.5,141.5,0,1.118033989,1,0.5,0,0,-377.5,0,0,285.5,266,1,0,-2.835555556,-1.933333333,-1.266666667,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0.346153846,194,6,1.5,2,2.5,3.5,3,TinyIcons
